question,date,yes_price,change_1d,change_3d,change_5d
Seven Trump Cabinet confirmations in January?,2024-12-08,0.11,0,1,0
Will Joe Grogan be Trump's HHS Secretary?,2024-12-08,0.0015,0,1,1
Will Andrew Bailey be Trump's Attorney General?,2024-12-08,0.004,0,1,0
Three Trump Cabinet confirmations in January?,2024-12-08,0.135,0,0,0
Will Matt Gaetz be Trump's Attorney General?,2024-12-08,0.015,0,0,0
Will Ken Paxton be Trump's Attorney General?,2024-12-08,0.0155,0,0,0
Two Trump Cabinet confirmations in January?,2024-12-08,0.065,0,0,0
Will RFK Jr. be Trump's HHS Secretary?,2024-12-08,0.6565,1,1,1
Will Todd Blanche be Trump's Attorney General?,2024-12-08,0.018,0,1,0
Will RFK be a member of the Trump administration?,2024-12-08,0.9245,0,0,0
Will Ron DeSantis be Trump's Defense Secretary?,2024-12-08,0.245,1,0,0
Will Christopher Miller be Trump's Defense Secretary?,2024-12-08,0.0105,1,0,0
Will Doug Burgum be a member of the Trump administration?,2024-12-08,0.9755,0,0,0
Four Trump Cabinet confirmations in January?,2024-12-08,0.195,0,0,0
Will Mike Pompeo be Trump's Defense Secretary?,2024-12-08,0.0025,1,1,0
No Trump coin reaches $1b?,2024-12-08,0.945,0,0,0
Will Ben Carson be Trump's HHS Secretary?,2024-12-08,0.076,0,1,0
Will Tulsi Gabbard  be a member of the Trump administration?,2024-12-08,0.869,0,0,1
Trump sentenced to prison in NY case before inauguration?,2024-12-08,0.0155,0,0,0
Will Joni Ernst be Trump's Defense Secretary?,2024-12-08,0.0405,0,0,0
Will Matthew Whitaker be Trump's Attorney General?,2024-12-08,0.0125,0,0,0
Will Joe Biden attend presidential inauguration?,2024-12-08,0.955,0,0,1
Will Elon Musk be a member of the Trump administration?,2024-12-08,0.12,0,0,0
Pete Hegseth confirmed as Secretary of Defense?,2024-12-08,0.395,0,1,1
Will Susie Wiles be Trump's Chief of Staff on Jan 31?,2024-12-08,0.94,0,1,1
Trump deportation executive order on Day 1?,2024-12-08,0.7,0,1,1
Lori Chavez-DeRemer confirmed as Labor Secretary?,2024-12-08,0.885,0,1,1
No Trump Cabinet confirmations in January?,2024-12-08,0.0205,0,1,0
Price of eggs goes up in Trump's first month?,2024-12-08,0.555,0,1,1
Kristi Noem confirmed as Secretary of Homeland Security?,2024-12-08,0.925,0,0,0
Will Andrew Bailey be Trump's FBI director?,2024-12-08,0.075,1,0,0
Will Ken Paxton be Trump's FBI director?,2024-12-08,0.0395,0,0,0
Will Robert O'Brien be Trump's Defense Secretary?,2024-12-08,0.004,1,0,0
Trump ends Gaza war in first 100 days?,2024-12-08,0.735,1,1,1
Will Biden pardon Trump?,2024-12-07,0.069,0,1,1
"Will Trump say ""pardon"" during NBC interview?",2024-12-07,0.725,0,0,0
Will Trump pardon Ross Ulbricht in his first 100 days?,2024-12-07,0.645,0,0,1
Will Trump remove FBI director Christopher Wray?,2024-12-07,0.863,0,1,0
Sean Duffy confirmed as Secretary of Transportation?,2024-12-07,0.935,0,0,0
Will George W. Bush attend presidential inauguration?,2024-12-07,0.915,0,0,0
Will Trump use a recess appointment for Matt Gaetz?,2024-12-07,0.008,1,1,1
Will Bill Clinton attend presidential inauguration?,2024-12-07,0.905,1,1,1
Will Rudy Giuliani attend presidential inauguration?,2024-12-07,0.7,1,1,1
Will Joe Biden attend presidential inauguration?,2024-12-07,0.945,1,1,1
Will Trump declare a national emergency in his first 100 days?,2024-12-07,0.685,0,0,0
Will Trump be Speaker by January 1?,2024-12-07,0.011,0,1,1
Will Trump go on SNL before inauguration?,2024-12-07,0.0375,0,0,0
Trump nominates Elon Musk to Cabinet?,2024-12-07,0.0545,1,1,1
Will TRUMP reach $1b first?,2024-12-07,0.013,0,0,0
Will Barack Obama attend presidential inauguration?,2024-12-07,0.93,0,0,0
Will Jimmy Carter attend presidential inauguration?,2024-12-07,0.012,1,1,1
Will Marco Rubio be a member of the Trump administration?,2024-12-07,0.9685,0,0,0
Pete Hegseth confirmed as Secretary of Defense?,2024-12-07,0.38,1,1,1
Will Pete Hegseth be Trump's Defense Secretary?,2024-12-07,0.355,1,1,1
Will Mike Rogers be Trump's Defense Secretary?,2024-12-07,0.023,1,0,0
Will Mike Pompeo be Trump's Defense Secretary?,2024-12-07,0.0075,0,0,0
Will Mike Waltz be Trump's Defense Secretary?,2024-12-07,0.066,0,0,0
Will Mike Gallagher be Trump's Defense Secretary?,2024-12-07,0.04,1,1,0
Will Ron DeSantis be Trump's Defense Secretary?,2024-12-07,0.25,0,0,0
Will Thomas Massie be Trump's Defense Secretary?,2024-12-07,0.0025,0,0,0
Will Tom Cotton be Trump's Defense Secretary?,2024-12-07,0.009,1,0,0
Will Robert O'Brien be Trump's Defense Secretary?,2024-12-07,0.005,0,1,0
Will Christopher Miller be Trump's Defense Secretary?,2024-12-07,0.011,0,0,0
Will Mike Rogers be Trump's FBI director?,2024-12-07,0.0335,1,1,0
Will Joni Ernst be Trump's Defense Secretary?,2024-12-07,0.052,0,0,0
"Will Trump say ""Pete"" or ""Hegseth"" during NBC interview?",2024-12-07,0.915,1,1,1
Will Mike Davis be Trump's Attorney General?,2024-12-07,0.0045,0,0,0
Will RFK Jr. be Trump's HHS Secretary?,2024-12-07,0.671,0,1,1
Will Mike Lee be Trump's Attorney General?,2024-12-07,0.004,1,0,0
Will Brian Blase be Trump's HHS Secretary?,2024-12-07,0.0045,0,0,1
Doug Collins confirmed as Secretary of Veterans Affairs?,2024-12-07,0.935,0,0,0
Will Eric Hargan be Trump's HHS Secretary?,2024-12-07,0.0065,1,1,1
Will Ben Carson be Trump's HHS Secretary?,2024-12-07,0.077,0,0,1
Will Joe Grogan be Trump's HHS Secretary?,2024-12-07,0.0025,0,1,0
Will Ken Paxton be Trump's FBI director?,2024-12-07,0.0305,1,0,0
Will Elbridge Colby be Trump's Defense Secretary?,2024-12-07,0.0665,0,0,0
Will Paul Mango be Trump's HHS Secretary?,2024-12-07,0.0025,0,0,1
Will Bobby Jindal be Trump's HHS Secretary?,2024-12-07,0.0165,0,1,1
Scott Bessent confirmed as Treasury Secretary?,2024-12-07,0.945,0,0,1
Tesla bot at Trump inauguration?,2024-12-07,0.085,1,1,1
Elon Musk out as Head of DOGE before July?,2024-12-07,0.335,0,0,0
Will Elon Musk be a member of the Trump administration?,2024-12-07,0.11,1,1,0
Trump nominates Elon Musk to Cabinet?,2024-12-07,0.0545,1,1,1
Trump sentenced to prison in NY case before inauguration?,2024-12-07,0.0165,0,0,0
Will Trump appeal his hush money conviction?,2024-12-07,0.478,0,1,0
Trump $83.3m verdict reduced on appeal?,2024-12-07,0.085,1,0,1
Will Biden pardon Trump?,2024-12-07,0.069,0,1,1
Will Trump pardon Ross Ulbricht in his first 100 days?,2024-12-07,0.645,0,0,1
Will Susie Wiles be Trump's Chief of Staff on Jan 31?,2024-12-07,0.94,0,0,1
Will Joni Ernst be Trump's Defense Secretary?,2024-12-07,0.052,0,0,0
Will RFK Jr. be Trump's HHS Secretary?,2024-12-07,0.671,0,1,1
Will Thomas Massie be Trump's Defense Secretary?,2024-12-07,0.0025,0,0,0
Will Paul Mango be Trump's HHS Secretary?,2024-12-07,0.0025,0,0,1
Kristi Noem confirmed as Secretary of Homeland Security?,2024-12-07,0.925,0,0,0
Will Joe Grogan be Trump's HHS Secretary?,2024-12-07,0.0025,0,1,0
Will Ben Carson be Trump's HHS Secretary?,2024-12-07,0.077,0,0,1
Will Trump appeal his hush money conviction?,2024-12-07,0.478,0,1,0
Trump sentenced to prison in NY case before inauguration?,2024-12-07,0.0165,0,0,0
Trump $83.3m verdict reduced on appeal?,2024-12-07,0.085,1,0,1
Will Biden pardon Trump?,2024-12-07,0.069,0,1,1
Will Joe Biden attend presidential inauguration?,2024-12-07,0.945,1,1,1
Will Thomas Massie be Trump's Defense Secretary?,2024-12-07,0.0025,0,0,0
Will Pete Hegseth be Trump's Defense Secretary?,2024-12-07,0.355,1,1,1
Will Mike Pompeo be Trump's Defense Secretary?,2024-12-07,0.0075,0,0,0
Will Trump win West Virginia by the largest margin?,2024-12-07,0.003,0,0,0
Will Ben Carson be Trump's HHS Secretary?,2024-12-07,0.077,0,0,1
Will Trump be Speaker by January 1?,2024-12-07,0.011,0,1,1
Will Mike Gallagher be Trump's Defense Secretary?,2024-12-07,0.04,1,1,0
Will Trump pardon a January 6 protestor in his first 100 days?,2024-12-07,0.875,0,1,1
Will Ron DeSantis be Trump's Defense Secretary?,2024-12-07,0.25,0,0,0
Will Elbridge Colby be Trump's Defense Secretary?,2024-12-07,0.0665,0,0,0
"Will Trump say ""pardon"" during NBC interview?",2024-12-07,0.725,0,0,0
Will Tom Cotton be Trump's Defense Secretary?,2024-12-07,0.009,1,0,0
Will Mike Rogers be Trump's Defense Secretary?,2024-12-07,0.023,1,0,0
Will Trump tweet 7-8 times Dec 6-13?,2024-12-07,0.095,0,0,0
Will Trump tweet 15-19 times Dec 6-13?,2024-12-07,0.05,0,0,0
Will Biden pardon Trump?,2024-12-07,0.069,0,1,1
Trump sentenced to prison in NY case before inauguration?,2024-12-07,0.0165,0,0,0
Will Trump pardon Ross Ulbricht in his first 100 days?,2024-12-07,0.645,0,0,1
"Will Trump say ""pardon"" during NBC interview?",2024-12-07,0.725,0,0,0
Will Trump pardon a January 6 protestor in his first 100 days?,2024-12-07,0.875,0,1,1
Will Trump appeal his hush money conviction?,2024-12-07,0.478,0,1,0
Will Trump remove FBI director Christopher Wray?,2024-12-07,0.863,0,1,0
Trump $83.3m verdict reduced on appeal?,2024-12-07,0.085,1,0,1
Will Biden pardon Trump?,2024-12-06,0.0505,1,1,1
Trump $83.3m verdict reduced on appeal?,2024-12-06,0.0765,1,1,1
Will Biden pardon Trump?,2024-12-06,0.0505,1,1,1
Will Mike Pompeo be Trump's Defense Secretary?,2024-12-06,0.0085,0,0,0
Will Mike Lee be Trump's Attorney General?,2024-12-06,0.0035,1,1,1
Will Ron DeSantis be Trump's Defense Secretary?,2024-12-06,0.405,0,0,0
Will Matthew Whitaker be Trump's Attorney General?,2024-12-06,0.01,1,1,0
Will Andrew Bailey be Trump's Attorney General?,2024-12-06,0.0075,0,0,0
Will Robert Giuffra be Trump's Attorney General?,2024-12-06,0.003,0,0,1
Will Pete Hegseth be Trump's Defense Secretary?,2024-12-06,0.23,1,1,1
Will Jay Clayton be Trump's Attorney General?,2024-12-06,0.0025,1,0,0
Will Mike Gallagher be Trump's Defense Secretary?,2024-12-06,0.0535,0,0,0
Will Mike Davis be Trump's Attorney General?,2024-12-06,0.0045,0,0,0
Will Robert O'Brien be Trump's Defense Secretary?,2024-12-06,0.007,0,1,0
Will Todd Blanche be Trump's Attorney General?,2024-12-06,0.017,1,1,1
Trump sentenced to prison in NY case before inauguration?,2024-12-06,0.0165,0,0,0
Will Joe Grogan be Trump's HHS Secretary?,2024-12-06,0.0025,0,0,1
Will Mike Waltz be Trump's Defense Secretary?,2024-12-06,0.061,1,0,0
Will Joni Ernst be Trump's Defense Secretary?,2024-12-06,0.076,0,0,0
Trump sentenced to prison in NY case before inauguration?,2024-12-06,0.0165,0,0,0
Will Trump appeal his hush money conviction?,2024-12-06,0.345,1,1,1
Trump $83.3m verdict reduced on appeal?,2024-12-06,0.0765,1,1,1
Will Biden pardon Trump?,2024-12-05,0.0615,0,1,1
Will Trump pardon a January 6 protestor in his first 100 days?,2024-12-05,0.875,1,0,1
Will Trump pardon Ross Ulbricht in his first 100 days?,2024-12-05,0.645,0,0,0
Will Doug Burgum be a member of the Trump administration?,2024-12-05,0.977,0,0,0
Will Ben Carson be Trump's HHS Secretary?,2024-12-05,0.039,1,1,1
Will Joe Biden attend presidential inauguration?,2024-12-05,0.935,1,1,1
Doug Collins confirmed as Secretary of Veterans Affairs?,2024-12-05,0.935,0,0,0
Will Andrew Bailey be Trump's FBI director?,2024-12-05,0.145,0,0,0
Will Mike Rogers be Trump's FBI director?,2024-12-05,0.065,0,0,0
Will Kash Patel be Trump's FBI director?,2024-12-05,0.67,1,1,1
Will Mike Gallagher be Trump's Defense Secretary?,2024-12-05,0.0455,1,1,1
Will Elbridge Colby be Trump's Defense Secretary?,2024-12-05,0.1385,0,0,0
Will Ken Paxton be Trump's FBI director?,2024-12-05,0.095,0,0,0
Will RFK Jr. be Trump's HHS Secretary?,2024-12-05,0.6635,0,0,1
Kash Patel confirmed as Director of the FBI?,2024-12-05,0.645,1,1,1
Will Thomas Massie be Trump's Defense Secretary?,2024-12-05,0.003,1,0,0
Will Bobby Jindal be Trump's HHS Secretary?,2024-12-05,0.0175,0,0,0
Will Joe Grogan be Trump's HHS Secretary?,2024-12-05,0.004,0,0,0
Will Tom Cotton be Trump's Defense Secretary?,2024-12-05,0.0515,0,0,0
Will Mike Pompeo be Trump's Defense Secretary?,2024-12-05,0.0115,0,0,0
Kristi Noem confirmed as Secretary of Homeland Security?,2024-12-05,0.935,0,0,0
Will Mike Rogers be Trump's Defense Secretary?,2024-12-05,0.044,0,0,0
RFK Jr. confirmed as Health & Human Services Secretary?,2024-12-05,0.605,1,1,1
Will Robert O'Brien be Trump's Defense Secretary?,2024-12-05,0.004,1,0,1
Will Ron DeSantis be Trump's Defense Secretary?,2024-12-05,0.335,1,0,0
Will Christopher Miller be Trump's Defense Secretary?,2024-12-05,0.0155,0,0,0
Will Pete Hegseth be Trump's Defense Secretary?,2024-12-05,0.21,1,1,1
Will Joni Ernst be Trump's Defense Secretary?,2024-12-05,0.066,1,0,0
Will Ben Carson be Trump's HHS Secretary?,2024-12-05,0.039,1,1,1
Will Robert Giuffra be Trump's Attorney General?,2024-12-05,0.002,1,0,1
Will Jay Clayton be Trump's Attorney General?,2024-12-05,0.0025,0,1,1
Will Brian Blase be Trump's HHS Secretary?,2024-12-05,0.0045,0,0,0
Will Trump remove FBI director Christopher Wray?,2024-12-05,0.862,0,0,1
Pete Hegseth confirmed as Secretary of Defense?,2024-12-05,0.19,1,1,1
Doug Collins confirmed as Secretary of Veterans Affairs?,2024-12-05,0.935,0,0,0
Will Biden pardon Trump?,2024-12-05,0.0615,0,1,1
Will Trump pardon Ross Ulbricht in his first 100 days?,2024-12-05,0.645,0,0,0
Will Trump pardon a January 6 protestor in his first 100 days?,2024-12-05,0.875,1,0,1
Will Matthew Whitaker be Trump's Attorney General?,2024-12-05,0.0115,0,1,0
Will Pam Bondi be Trump's Attorney General?,2024-12-05,0.93,1,0,1
Will Trump remove FBI director Christopher Wray?,2024-12-05,0.862,0,0,1
Will Andrew Bailey be Trump's FBI director?,2024-12-05,0.145,0,0,0
Will Mike Rogers be Trump's FBI director?,2024-12-05,0.065,0,0,0
Will Andrew Bailey be Trump's Attorney General?,2024-12-05,0.012,0,0,0
Will Doug Burgum be a member of the Trump administration?,2024-12-05,0.977,0,0,0
Will Mike Gallagher be Trump's Defense Secretary?,2024-12-05,0.0455,1,1,1
Kristi Noem confirmed as Secretary of Homeland Security?,2024-12-05,0.935,0,0,0
Pete Hegseth confirmed as Secretary of Defense?,2024-12-05,0.19,1,1,1
Will Mike Rogers be Trump's Defense Secretary?,2024-12-05,0.044,0,0,0
Will Mike Gallagher be Trump's Defense Secretary?,2024-12-05,0.0455,1,1,1
Will Mike Rogers be Trump's FBI director?,2024-12-05,0.065,0,0,0
Will Tom Cotton be Trump's Defense Secretary?,2024-12-05,0.0515,0,0,0
Will Ron DeSantis be Trump's Defense Secretary?,2024-12-05,0.335,1,0,0
Will Pete Hegseth be Trump's Defense Secretary?,2024-12-05,0.21,1,1,1
Will Mike Rogers be Trump's Defense Secretary?,2024-12-05,0.044,0,0,0
Will Robert O'Brien be Trump's Defense Secretary?,2024-12-05,0.004,1,0,1
Will Mike Waltz be Trump's Defense Secretary?,2024-12-05,0.1205,0,0,0
Will Mike Pompeo be Trump's Defense Secretary?,2024-12-05,0.0115,0,0,0
Will Andrew Bailey be Trump's FBI director?,2024-12-05,0.145,0,0,0
Will Ken Paxton be Trump's FBI director?,2024-12-05,0.095,0,0,0
Will Elbridge Colby be Trump's Defense Secretary?,2024-12-05,0.1385,0,0,0
Will Joni Ernst be Trump's Defense Secretary?,2024-12-05,0.066,1,0,0
Will Thomas Massie be Trump's Defense Secretary?,2024-12-05,0.003,1,0,0
Will Mike Lee be Trump's Attorney General?,2024-12-05,0.004,0,1,0
Will Will Levi be Trump's Attorney General?,2024-12-05,0.0035,0,0,0
Will Eric Hargan be Trump's HHS Secretary?,2024-12-05,0.0145,0,0,0
Pete Hegseth confirmed as Secretary of Defense?,2024-12-05,0.19,1,1,1
Will Brian Blase be Trump's HHS Secretary?,2024-12-05,0.0045,0,0,0
Will Kash Patel be Trump's FBI director?,2024-12-05,0.67,1,1,1
Will Trump remove FBI director Christopher Wray?,2024-12-05,0.862,0,0,1
Will Christopher Miller be Trump's Defense Secretary?,2024-12-05,0.0155,0,0,0
Will Mike Davis be Trump's Attorney General?,2024-12-05,0.005,0,0,0
Will Joe Grogan be Trump's HHS Secretary?,2024-12-05,0.004,0,0,0
Will Bobby Jindal be Trump's HHS Secretary?,2024-12-05,0.0175,0,0,0
Will Jay Clayton be Trump's Attorney General?,2024-12-05,0.0025,0,1,1
Will Ben Carson be Trump's HHS Secretary?,2024-12-05,0.039,1,1,1
Will Paul Mango be Trump's HHS Secretary?,2024-12-05,0.019,0,0,0
Will Robert Giuffra be Trump's Attorney General?,2024-12-05,0.002,1,0,1
Will Andrew Bailey be Trump's Attorney General?,2024-12-05,0.012,0,0,0
Will Ken Paxton be Trump's Attorney General?,2024-12-05,0.0155,0,0,0
Will RFK Jr. be Trump's HHS Secretary?,2024-12-05,0.6635,0,0,1
Will Biden pardon Trump?,2024-12-05,0.0615,0,1,1
John Ratcliffe confirmed as director of the CIA?,2024-12-05,0.94,0,0,0
Will Todd Blanche be Trump's Attorney General?,2024-12-05,0.0165,1,1,0
Will Trump go on SNL before inauguration?,2024-12-05,0.0415,0,0,0
Kristi Noem confirmed as Secretary of Homeland Security?,2024-12-05,0.935,0,0,0
Kash Patel confirmed as Director of the FBI?,2024-12-05,0.645,1,1,1
Will Susie Wiles be Trump's Chief of Staff on Jan 31?,2024-12-05,0.95,0,0,0
Will Tulsi Gabbard  be a member of the Trump administration?,2024-12-05,0.87,0,0,0
"Will Trump say ""MAGA"" in his next speech?",2024-12-05,0.802,1,1,1
Trump nominates Elon Musk to Cabinet?,2024-12-05,0.051,1,1,1
Will Elon Musk be a member of the Trump administration?,2024-12-05,0.1,0,1,1
Will RFK be a member of the Trump administration?,2024-12-05,0.9145,1,1,1
Will Doug Burgum be a member of the Trump administration?,2024-12-05,0.977,0,0,0
Nine Trump Cabinet confirmations in January?,2024-12-05,0.07,0,0,0
Five Trump Cabinet confirmations in January?,2024-12-05,0.145,0,0,1
Six Trump Cabinet confirmations in January?,2024-12-05,0.09,1,1,1
Eight Trump Cabinet confirmations in January?,2024-12-05,0.065,1,1,1
Seven Trump Cabinet confirmations in January?,2024-12-05,0.12,0,0,1
Three Trump Cabinet confirmations in January?,2024-12-05,0.135,0,0,0
Four Trump Cabinet confirmations in January?,2024-12-05,0.185,0,1,1
Will Brian Blase be Trump's HHS Secretary?,2024-12-05,0.0045,0,0,0
Will Ken Paxton be Trump's FBI director?,2024-12-05,0.095,0,0,0
Will Eric Hargan be Trump's HHS Secretary?,2024-12-05,0.0145,0,0,0
Will Ken Paxton be Trump's Attorney General?,2024-12-05,0.0155,0,0,0
Will RFK Jr. be Trump's HHS Secretary?,2024-12-05,0.6635,0,0,1
No Trump Cabinet confirmations in January?,2024-12-05,0.0155,0,1,1
Will Marco Rubio be a member of the Trump administration?,2024-12-05,0.975,0,0,0
Will Tom Cotton be Trump's Defense Secretary?,2024-12-05,0.0515,0,0,0
Will Ben Carson be Trump's HHS Secretary?,2024-12-05,0.039,1,1,1
Will Joe Grogan be Trump's HHS Secretary?,2024-12-05,0.004,0,0,0
Elon Musk out as Head of DOGE before July?,2024-12-05,0.335,0,0,0
Will Mike Davis be Trump's Attorney General?,2024-12-05,0.005,0,0,0
Will Joni Ernst be Trump's Defense Secretary?,2024-12-05,0.066,1,0,0
Two Trump Cabinet confirmations in January?,2024-12-05,0.055,0,1,1
One Trump Cabinet confirmation in January?,2024-12-05,0.013,1,1,1
Will Tulsi Gabbard  be a member of the Trump administration?,2024-12-05,0.87,0,0,0
Ten or more Trump Cabinet confirmations in January?,2024-12-05,0.08,0,0,0
Will Bobby Jindal be Trump's HHS Secretary?,2024-12-05,0.0175,0,0,0
Will Ron DeSantis be Trump's Defense Secretary?,2024-12-05,0.335,1,0,0
Will Trump formally nominate RFK Jr. to the cabinet?,2024-12-05,0.803,0,0,1
Will Will Levi be Trump's Attorney General?,2024-12-05,0.0035,0,0,0
Doug Burgum confirmed as Secretary of the Interior?,2024-12-05,0.9425,1,1,0
Will Elbridge Colby be Trump's Defense Secretary?,2024-12-05,0.1385,0,0,0
Will Christopher Miller be Trump's Defense Secretary?,2024-12-05,0.0155,0,0,0
Will Thomas Massie be Trump's Defense Secretary?,2024-12-05,0.003,1,0,0
Will Brian Blase be Trump's HHS Secretary?,2024-12-05,0.0045,0,0,0
Will Mike Waltz be Trump's Defense Secretary?,2024-12-05,0.1205,0,0,0
Will Christopher Miller be Trump's Defense Secretary?,2024-12-05,0.0155,0,0,0
Will Robert O'Brien be Trump's Defense Secretary?,2024-12-05,0.004,1,0,1
Will Trump remove FBI director Christopher Wray?,2024-12-05,0.862,0,0,1
Will Mike Rogers be Trump's FBI director?,2024-12-05,0.065,0,0,0
Trump nominates Elon Musk to Cabinet?,2024-12-05,0.051,1,1,1
Will Robert Giuffra be Trump's Attorney General?,2024-12-05,0.002,1,0,1
Will Elon Musk be a member of the Trump administration?,2024-12-05,0.1,0,1,1
Will Will Levi be Trump's Attorney General?,2024-12-05,0.0035,0,0,0
Will Matthew Whitaker be Trump's Attorney General?,2024-12-05,0.0115,0,1,0
Will Matt Gaetz be Trump's Attorney General?,2024-12-05,0.013,1,1,1
Will Tulsi Gabbard  be a member of the Trump administration?,2024-12-05,0.87,0,0,0
Will Christopher Miller be Trump's Defense Secretary?,2024-12-05,0.0155,0,0,0
Will Ken Paxton be Trump's Attorney General?,2024-12-05,0.0155,0,0,0
Will Ken Paxton be Trump's FBI director?,2024-12-05,0.095,0,0,0
Will Kash Patel be Trump's FBI director?,2024-12-05,0.67,1,1,1
Will Joe Grogan be Trump's HHS Secretary?,2024-12-05,0.004,0,0,0
Will Trump formally nominate Tulsi Gabbard to the cabinet?,2024-12-05,0.7305,0,0,1
Will RFK be a member of the Trump administration?,2024-12-05,0.9145,1,1,1
Will Andrew Bailey be Trump's Attorney General?,2024-12-05,0.012,0,0,0
Will Ron DeSantis be Trump's Defense Secretary?,2024-12-05,0.335,1,0,0
Will Andrew Bailey be Trump's FBI director?,2024-12-05,0.145,0,0,0
Will Elbridge Colby be Trump's Defense Secretary?,2024-12-05,0.1385,0,0,0
Will Todd Blanche be Trump's Attorney General?,2024-12-05,0.0165,1,1,0
Will Bobby Jindal be Trump's HHS Secretary?,2024-12-05,0.0175,0,0,0
Will Marco Rubio be a member of the Trump administration?,2024-12-05,0.975,0,0,0
Will Mike Gallagher be Trump's Defense Secretary?,2024-12-05,0.0455,1,1,1
Will Trump use a recess appointment for Matt Gaetz?,2024-12-05,0.009,1,0,0
Will Mike Rogers be Trump's FBI director?,2024-12-05,0.065,0,0,0
Will Paul Mango be Trump's HHS Secretary?,2024-12-05,0.019,0,0,0
Sean Duffy confirmed as Secretary of Transportation?,2024-12-05,0.93,0,0,0
Will Joni Ernst be Trump's Defense Secretary?,2024-12-05,0.066,1,0,0
Will Jay Clayton be Trump's Attorney General?,2024-12-05,0.0025,0,1,1
Will Mike Davis be Trump's Attorney General?,2024-12-05,0.005,0,0,0
Will Trump formally nominate RFK Jr. to the cabinet?,2024-12-05,0.803,0,0,1
Three Trump Cabinet confirmations in January?,2024-12-05,0.135,0,0,0
Seven Trump Cabinet confirmations in January?,2024-12-05,0.12,0,0,1
Will Mike Lee be Trump's Attorney General?,2024-12-05,0.004,0,1,0
Five Trump Cabinet confirmations in January?,2024-12-05,0.145,0,0,1
Will Brian Blase be Trump's HHS Secretary?,2024-12-05,0.0045,0,0,0
One Trump Cabinet confirmation in January?,2024-12-05,0.013,1,1,1
Nine Trump Cabinet confirmations in January?,2024-12-05,0.07,0,0,0
Two Trump Cabinet confirmations in January?,2024-12-05,0.055,0,1,1
Six Trump Cabinet confirmations in January?,2024-12-05,0.09,1,1,1
Will Eric Hargan be Trump's HHS Secretary?,2024-12-05,0.0145,0,0,0
Chris Wright confirmed as Secretary of Energy?,2024-12-05,0.9245,1,1,1
Will Mike Rogers be Trump's Defense Secretary?,2024-12-05,0.044,0,0,0
Will Mike Pompeo be Trump's Defense Secretary?,2024-12-05,0.0115,0,0,0
Eight Trump Cabinet confirmations in January?,2024-12-05,0.065,1,1,1
Will Robert O'Brien be Trump's Defense Secretary?,2024-12-05,0.004,1,0,1
Four Trump Cabinet confirmations in January?,2024-12-05,0.185,0,1,1
Will Thomas Massie be Trump's Defense Secretary?,2024-12-05,0.003,1,0,0
Will Pam Bondi be Trump's Attorney General?,2024-12-05,0.93,1,0,1
Trump transgender sports ban?,2024-12-05,0.745,1,1,1
Will Joe Biden attend presidential inauguration?,2024-12-05,0.935,1,1,1
Will Mike Gallagher be Trump's Defense Secretary?,2024-12-05,0.0455,1,1,1
Will Ben Carson be Trump's HHS Secretary?,2024-12-05,0.039,1,1,1
Trump nominates Elon Musk to Cabinet?,2024-12-05,0.051,1,1,1
Will Joe Biden attend presidential inauguration?,2024-12-05,0.935,1,1,1
Will Biden pardon Trump?,2024-12-05,0.0615,0,1,1
Will Brian Blase be Trump's HHS Secretary?,2024-12-05,0.0045,0,0,0
Will Eric Hargan be Trump's HHS Secretary?,2024-12-05,0.0145,0,0,0
Will Joe Grogan be Trump's HHS Secretary?,2024-12-05,0.004,0,0,0
Will RFK Jr. be Trump's HHS Secretary?,2024-12-05,0.6635,0,0,1
Will Kash Patel be Trump's FBI director?,2024-12-05,0.67,1,1,1
Will Ben Carson be Trump's HHS Secretary?,2024-12-05,0.039,1,1,1
Will Paul Mango be Trump's HHS Secretary?,2024-12-05,0.019,0,0,0
Will RFK be a member of the Trump administration?,2024-12-05,0.9145,1,1,1
Will Pete Hegseth be Trump's Defense Secretary?,2024-12-05,0.21,1,1,1
Will Doug Burgum be a member of the Trump administration?,2024-12-05,0.977,0,0,0
Will Tom Cotton be Trump's Defense Secretary?,2024-12-05,0.0515,0,0,0
Kash Patel confirmed as Director of the FBI?,2024-12-05,0.645,1,1,1
Will Bobby Jindal be Trump's HHS Secretary?,2024-12-05,0.0175,0,0,0
Will Mike Rogers be Trump's Defense Secretary?,2024-12-05,0.044,0,0,0
Will Thomas Massie be Trump's Defense Secretary?,2024-12-05,0.003,1,0,0
Will Mike Rogers be Trump's FBI director?,2024-12-05,0.065,0,0,0
Will Ken Paxton be Trump's FBI director?,2024-12-05,0.095,0,0,0
Will Tulsi Gabbard  be a member of the Trump administration?,2024-12-05,0.87,0,0,0
Will Christopher Miller be Trump's Defense Secretary?,2024-12-05,0.0155,0,0,0
Pete Hegseth confirmed as Secretary of Defense?,2024-12-05,0.19,1,1,1
Will Robert O'Brien be Trump's Defense Secretary?,2024-12-05,0.004,1,0,1
Trump $83.3m verdict reduced on appeal?,2024-12-05,0.0755,1,1,1
Will Biden pardon Trump?,2024-12-05,0.0615,0,1,1
Will Trump pardon a January 6 protestor in his first 100 days?,2024-12-05,0.875,1,0,1
Will Trump pardon Ross Ulbricht in his first 100 days?,2024-12-05,0.645,0,0,0
Doug Collins confirmed as Secretary of Veterans Affairs?,2024-12-05,0.935,0,0,0
