title,url,matching_questions,similarity,date,yes_price,change_1d,change_3d,change_5d
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - February 25, 2025",https://player.vimeo.com/video/1060295966,Will Trump remove tariff on Canada before March?,0.4172990322113037,2025-02-25,0.0265,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - February 25, 2025",https://player.vimeo.com/video/1060295966,Will Trump say 'term limit' during the 2025 State of the Union?,0.4156442284584045,2025-02-25,0.02,1,1,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - February 25, 2025",https://player.vimeo.com/video/1060295966,Will Trump remove tariff on Mexico before March?,0.4154395759105682,2025-02-25,0.042,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - February 25, 2025",https://player.vimeo.com/video/1060295966,Will Trump issue an executive order on February 23?,0.4135867953300476,2025-02-25,0.0015,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - February 25, 2025",https://player.vimeo.com/video/1060295966,Will Trump say 'Elon' or 'Musk' during the 2025 State of the Union?,0.4060484170913696,2025-02-25,0.625,0,0,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - February 25, 2025",https://player.vimeo.com/video/1060295966,Will Trump remove tariff on China before March?,0.4044269025325775,2025-02-25,0.0135,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - February 25, 2025",https://player.vimeo.com/video/1060295966,Will Trump increase tariffs on China before May?,0.4023322463035583,2025-02-25,0.23,0,1,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - February 4, 2025",https://player.vimeo.com/video/1053564912,Chris Wright confirmed as Secretary of Energy?,0.6261001229286194,2025-02-04,0.9995,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - February 4, 2025",https://player.vimeo.com/video/1053564912,Doug Collins confirmed as Secretary of Veterans Affairs?,0.5698666572570801,2025-02-04,0.999,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - February 4, 2025",https://player.vimeo.com/video/1053564912,Will Eric Hargan be Trump's HHS Secretary?,0.4941723048686981,2025-02-04,0.005,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - February 4, 2025",https://player.vimeo.com/video/1053564912,Will Brian Blase be Trump's HHS Secretary?,0.4926086068153381,2025-02-04,0.0065,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - February 4, 2025",https://player.vimeo.com/video/1053564912,Will Ben Carson be Trump's HHS Secretary?,0.4774906039237976,2025-02-04,0.1035,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - February 4, 2025",https://player.vimeo.com/video/1053564912,Will Chris Stewart be Trump’s Director of National Intelligence?,0.4714890718460083,2025-02-04,0.03,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - February 4, 2025",https://player.vimeo.com/video/1053564912,Will RFK Jr. be Trump's HHS Secretary?,0.4457698166370392,2025-02-04,0.8175,1,1,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - February 4, 2025",https://player.vimeo.com/video/1053564912,Will Bobby Jindal be Trump's HHS Secretary?,0.4444779753684997,2025-02-04,0.036,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - February 4, 2025",https://player.vimeo.com/video/1053564912,Will Robert O'Brien be Trump’s Director of National Intelligence?,0.4301253259181976,2025-02-04,0.0385,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - February 4, 2025",https://player.vimeo.com/video/1053564912,Will Stephen Miller be Trump’s Director of National Intelligence?,0.4265945553779602,2025-02-04,0.003,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - February 4, 2025",https://player.vimeo.com/video/1053564912,Scott Turner confirmed as HUD Secretary?,0.4218679666519165,2025-02-04,0.993,1,1,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - February 4, 2025",https://player.vimeo.com/video/1053564912,Will Ken Paxton be Trump's FBI director?,0.4200228154659271,2025-02-04,0.01,0,1,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - February 4, 2025",https://player.vimeo.com/video/1053564912,Will Paul Mango be Trump's HHS Secretary?,0.4197189211845398,2025-02-04,0.004,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - February 4, 2025",https://player.vimeo.com/video/1053564912,Will Douglas Macgregor be Trump’s Director of National Intelligence?,0.4186879098415375,2025-02-04,0.0035,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - February 4, 2025",https://player.vimeo.com/video/1053564912,Will Joe Grogan be Trump's HHS Secretary?,0.4134679734706878,2025-02-04,0.0055,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - February 4, 2025",https://player.vimeo.com/video/1053564912,RFK Jr. confirmed as Health & Human Services Secretary?,0.405588835477829,2025-02-04,0.825,1,1,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - February 4, 2025",https://player.vimeo.com/video/1053564912,Will Ezra Cohen-Watnick be Trump’s Director of National Intelligence?,0.4009788632392883,2025-02-04,0.0055,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 20, 2025",https://player.vimeo.com/video/1048816894,Will Trump pardon January 6 protestors on Day 1?,0.6595098376274109,2025-01-20,0.925,1,1,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 20, 2025",https://player.vimeo.com/video/1048816894,Will Trump pardon a January 6 protestor in his first 100 days?,0.6366984844207764,2025-01-20,0.9835,1,1,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 20, 2025",https://player.vimeo.com/video/1048816894,Will Biden issue more pardons than Trump?,0.5571343898773193,2025-01-20,0.23,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 20, 2025",https://player.vimeo.com/video/1048816894,Will Biden pardon Trump?,0.5507174730300903,2025-01-20,0.025,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 20, 2025",https://player.vimeo.com/video/1048816894,Will Trump pardon Ross Ulbricht in his first 100 days?,0.5300589799880981,2025-01-20,0.775,1,1,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 20, 2025",https://player.vimeo.com/video/1048816894,Trump deportation executive order on Day 1?,0.490905225276947,2025-01-20,0.875,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 20, 2025",https://player.vimeo.com/video/1048816894,Trump deportation executive order in first 100 days?,0.4766473472118377,2025-01-20,0.959,1,1,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 20, 2025",https://player.vimeo.com/video/1048816894,"Will Trump say ""border"" 5 or more times during his inauguration speech?",0.4707478284835815,2025-01-20,0.42,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 20, 2025",https://player.vimeo.com/video/1048816894,"Will Trump say ""Border"" 20 or more times during victory rally?",0.459828644990921,2025-01-20,0.0005,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 20, 2025",https://player.vimeo.com/video/1048816894,"Will Trump say ""Border"" 10 or more times during victory rally?",0.4503400027751922,2025-01-20,0.998,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 20, 2025",https://player.vimeo.com/video/1048816894,Will every president attend Trump’s inauguration?,0.4400457739830017,2025-01-20,0.978,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 20, 2025",https://player.vimeo.com/video/1048816894,Trump ban on birth right citizenship in first 100 days?,0.437183678150177,2025-01-20,0.75,1,1,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 20, 2025",https://player.vimeo.com/video/1048816894,Will Trump declare a national emergency in his first 100 days?,0.4359124302864074,2025-01-20,0.865,1,1,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 20, 2025",https://player.vimeo.com/video/1048816894,Less than 26m people watch Trump inauguration?,0.428932249546051,2025-01-20,0.2,0,1,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 20, 2025",https://player.vimeo.com/video/1048816894,"Will Trump's inaugural address be 2,000-2,200 words?",0.4253267347812652,2025-01-20,0.25,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 20, 2025",https://player.vimeo.com/video/1048816894,"Will Trump's inaugural address be 1,400-1,600 words?",0.4245988428592682,2025-01-20,0.065,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 20, 2025",https://player.vimeo.com/video/1048816894,"Will Trump's inaugural address be 1,200-1,400 words?",0.4234846532344818,2025-01-20,0.055,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 20, 2025",https://player.vimeo.com/video/1048816894,"Will Trump's inaugural address be 1,800-2,000 words?",0.421893298625946,2025-01-20,0.11,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 20, 2025",https://player.vimeo.com/video/1048816894,"Will Trump's inaugural address be 1,600-1,800 words?",0.4209723174571991,2025-01-20,0.135,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 20, 2025",https://player.vimeo.com/video/1048816894,Trump positive favorability on March 1?,0.4193266928195953,2025-01-20,0.39,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 20, 2025",https://player.vimeo.com/video/1048816894,"Will Trump's inaugural address be 2,200-2,400 words?",0.4192522168159485,2025-01-20,0.09,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 20, 2025",https://player.vimeo.com/video/1048816894,Will 41-44 people watch Trump inauguration?,0.4155408143997192,2025-01-20,0.04,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 20, 2025",https://player.vimeo.com/video/1048816894,Six Trump Cabinet confirmations in January?,0.4120801091194153,2025-01-20,0.105,1,1,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 20, 2025",https://player.vimeo.com/video/1048816894,"Will Trump's inaugural address be 2,400 or more words?",0.4114273190498352,2025-01-20,0.3,1,1,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 20, 2025",https://player.vimeo.com/video/1048816894,Will Trump's inaugural address be 20 minutes or more?,0.4069545567035675,2025-01-20,0.59,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 20, 2025",https://player.vimeo.com/video/1048816894,Five Trump Cabinet confirmations in January?,0.4067950844764709,2025-01-20,0.145,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 20, 2025",https://player.vimeo.com/video/1048816894,Will Trump's inaugural address be 18-20 minutes?,0.4058392643928528,2025-01-20,0.185,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 20, 2025",https://player.vimeo.com/video/1048816894,Trump positive favorability on February 1?,0.4049612879753113,2025-01-20,0.43,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 20, 2025",https://player.vimeo.com/video/1048816894,Will 38-41 people watch Trump inauguration?,0.4021898210048675,2025-01-20,0.06,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 20, 2025",https://player.vimeo.com/video/1048816894,"Will Trump say ""god"" 4+ times during his inauguration speech?",0.4019854664802551,2025-01-20,0.595,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 20, 2025",https://player.vimeo.com/video/1048816894,Nine Trump Cabinet confirmations in January?,0.4016824960708618,2025-01-20,0.115,0,0,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 20, 2025",https://player.vimeo.com/video/1048816894,"Will Trump's inaugural address be less than 1,200 words?",0.4006338715553283,2025-01-20,0.0495,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 23, 2025",https://player.vimeo.com/video/1049835943,Will Trump sign 10 or more executive orders on January 22?,0.676888644695282,2025-01-23,0.015,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 23, 2025",https://player.vimeo.com/video/1049835943,Will Trump sign between 1 and 3 executive orders on January 22?,0.6662105321884155,2025-01-23,0.84,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 23, 2025",https://player.vimeo.com/video/1049835943,Will Trump sign between 7 and 9 executive orders on January 22?,0.6507815718650818,2025-01-23,0.0095,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 23, 2025",https://player.vimeo.com/video/1049835943,Will Trump sign between 4 and 6 executive orders on January 22?,0.6426326036453247,2025-01-23,0.115,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 23, 2025",https://player.vimeo.com/video/1049835943,Will Trump sign 0 executive orders on January 22?,0.6205908060073853,2025-01-23,0.0005,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 23, 2025",https://player.vimeo.com/video/1049835943,Will Donald Trump issue 75-99 executive orders in his first week?,0.6168456077575684,2025-01-23,0.021,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 23, 2025",https://player.vimeo.com/video/1049835943,Will Donald Trump issue 25-49 executive orders in his first week?,0.6160185933113098,2025-01-23,0.86,1,1,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 23, 2025",https://player.vimeo.com/video/1049835943,Will Donald Trump issue 100 or more executive orders in his first week?,0.6153086423873901,2025-01-23,0.013,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 23, 2025",https://player.vimeo.com/video/1049835943,Will Donald Trump issue 50-74 executive orders in his first week?,0.6087216138839722,2025-01-23,0.099,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 23, 2025",https://player.vimeo.com/video/1049835943,Will Trump issue 100-149 executive orders in first week?,0.6014549136161804,2025-01-23,0.0035,1,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 23, 2025",https://player.vimeo.com/video/1049835943,Will Trump issue 200 or more executive orders in first week?,0.5976871848106384,2025-01-23,0.0045,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 23, 2025",https://player.vimeo.com/video/1049835943,Will Trump issue 150-199 executive orders in first week?,0.5949585437774658,2025-01-23,0.005,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 23, 2025",https://player.vimeo.com/video/1049835943,Trump cryptocurrency executive order in first week?,0.5802889466285706,2025-01-23,0.29,1,1,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 23, 2025",https://player.vimeo.com/video/1049835943,Will Trump issue less than 100 executive orders in first week?,0.5729774832725525,2025-01-23,0.9865,1,1,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 23, 2025",https://player.vimeo.com/video/1049835943,Will Trump sign a bill into law in his first week?,0.4717687964439392,2025-01-23,0.885,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 23, 2025",https://player.vimeo.com/video/1049835943,Two Trump Cabinet confirmations in January?,0.466425210237503,2025-01-23,0.0105,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 23, 2025",https://player.vimeo.com/video/1049835943,Three Trump Cabinet confirmations in January?,0.4627617001533508,2025-01-23,0.0075,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 23, 2025",https://player.vimeo.com/video/1049835943,Eight Trump Cabinet confirmations in January?,0.4610809087753296,2025-01-23,0.145,1,1,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 23, 2025",https://player.vimeo.com/video/1049835943,Five Trump Cabinet confirmations in January?,0.458662211894989,2025-01-23,0.075,1,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 23, 2025",https://player.vimeo.com/video/1049835943,Four Trump Cabinet confirmations in January?,0.4480670094490051,2025-01-23,0.0285,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 23, 2025",https://player.vimeo.com/video/1049835943,Nine Trump Cabinet confirmations in January?,0.4428949058055877,2025-01-23,0.115,1,1,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 23, 2025",https://player.vimeo.com/video/1049835943,Seven Trump Cabinet confirmations in January?,0.4427381753921509,2025-01-23,0.23,1,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 23, 2025",https://player.vimeo.com/video/1049835943,Six Trump Cabinet confirmations in January?,0.4413714408874511,2025-01-23,0.275,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 23, 2025",https://player.vimeo.com/video/1049835943,One Trump Cabinet confirmation in January?,0.4362631440162658,2025-01-23,0.0035,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 23, 2025",https://player.vimeo.com/video/1049835943,Trump nominates Elon Musk to Cabinet?,0.4278271198272705,2025-01-23,0.0105,0,1,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 23, 2025",https://player.vimeo.com/video/1049835943,Will Mike Davis be Trump's Attorney General?,0.4247900247573852,2025-01-23,0.0005,0,1,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 23, 2025",https://player.vimeo.com/video/1049835943,Will Mike Rogers be Trump's FBI director?,0.4201253652572632,2025-01-23,0.0285,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 23, 2025",https://player.vimeo.com/video/1049835943,Will Mike Rogers be Trump's Defense Secretary?,0.4161662459373474,2025-01-23,0.0025,1,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 23, 2025",https://player.vimeo.com/video/1049835943,Will Mike Lee be Trump's Attorney General?,0.4160554707050323,2025-01-23,0.002,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 23, 2025",https://player.vimeo.com/video/1049835943,Will Ron DeSantis be Trump's Defense Secretary?,0.408161461353302,2025-01-23,0.0065,0,1,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 23, 2025",https://player.vimeo.com/video/1049835943,Will Jay Clayton be Trump's Attorney General?,0.4037843942642212,2025-01-23,0.002,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 30, 2025",https://player.vimeo.com/video/1052437577,Will Mike Davis be Trump's Attorney General?,0.5056174397468567,2025-01-30,0.0015,1,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 30, 2025",https://player.vimeo.com/video/1052437577,Will Robert Giuffra be Trump's Attorney General?,0.4930304586887359,2025-01-30,0.0025,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 30, 2025",https://player.vimeo.com/video/1052437577,Will Matthew Whitaker be Trump's Attorney General?,0.484676718711853,2025-01-30,0.001,0,1,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 30, 2025",https://player.vimeo.com/video/1052437577,Will Matt Gaetz be Trump's Attorney General?,0.4832358062267303,2025-01-30,0.004,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 30, 2025",https://player.vimeo.com/video/1052437577,Will Jay Clayton be Trump's Attorney General?,0.4799563884735107,2025-01-30,0.0015,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 30, 2025",https://player.vimeo.com/video/1052437577,Will Mike Lee be Trump's Attorney General?,0.4725614190101623,2025-01-30,0.0015,0,1,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 30, 2025",https://player.vimeo.com/video/1052437577,Will Ken Paxton be Trump's Attorney General?,0.4703993797302246,2025-01-30,0.0025,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 30, 2025",https://player.vimeo.com/video/1052437577,Will Andrew Bailey be Trump's Attorney General?,0.4683175981044769,2025-01-30,0.002,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 30, 2025",https://player.vimeo.com/video/1052437577,Will Mike Rogers be Trump's FBI director?,0.4676932394504547,2025-01-30,0.022,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 30, 2025",https://player.vimeo.com/video/1052437577,Eight Trump Cabinet confirmations in January?,0.4639096856117248,2025-01-30,0.08,1,1,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 30, 2025",https://player.vimeo.com/video/1052437577,Will RFK Jr. be Trump's HHS Secretary?,0.4624692797660827,2025-01-30,0.7755,0,0,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 30, 2025",https://player.vimeo.com/video/1052437577,Will Todd Blanche be Trump's Attorney General?,0.4598017632961273,2025-01-30,0.0025,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 30, 2025",https://player.vimeo.com/video/1052437577,Will Eric Hargan be Trump's HHS Secretary?,0.456208199262619,2025-01-30,0.0045,0,0,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 30, 2025",https://player.vimeo.com/video/1052437577,Nine Trump Cabinet confirmations in January?,0.4550901055335998,2025-01-30,0.665,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 30, 2025",https://player.vimeo.com/video/1052437577,Will Ken Paxton be Trump's FBI director?,0.4546418488025665,2025-01-30,0.0135,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 30, 2025",https://player.vimeo.com/video/1052437577,Seven Trump Cabinet confirmations in January?,0.4515538215637207,2025-01-30,0.0095,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 30, 2025",https://player.vimeo.com/video/1052437577,Six Trump Cabinet confirmations in January?,0.4469918012619018,2025-01-30,0.0005,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 30, 2025",https://player.vimeo.com/video/1052437577,RFK Jr. confirmed as Health & Human Services Secretary?,0.4458548426628113,2025-01-30,0.775,0,0,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 30, 2025",https://player.vimeo.com/video/1052437577,Will Trump use a recess appointment for Matt Gaetz?,0.4417411983013153,2025-01-30,0.006,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 30, 2025",https://player.vimeo.com/video/1052437577,Doug Collins confirmed as Secretary of Veterans Affairs?,0.4403919577598572,2025-01-30,0.9915,1,1,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 30, 2025",https://player.vimeo.com/video/1052437577,Chris Wright confirmed as Secretary of Energy?,0.4393535256385803,2025-01-30,0.9945,0,1,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 30, 2025",https://player.vimeo.com/video/1052437577,Will Andrew Bailey be Trump's FBI director?,0.4353356063365936,2025-01-30,0.0285,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 30, 2025",https://player.vimeo.com/video/1052437577,Will Will Levi be Trump's Attorney General?,0.4350670874118805,2025-01-30,0.0015,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 30, 2025",https://player.vimeo.com/video/1052437577,Will Chris Stewart be Trump’s Director of National Intelligence?,0.4299082159996032,2025-01-30,0.1185,1,1,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 30, 2025",https://player.vimeo.com/video/1052437577,Trump nominates Elon Musk to Cabinet?,0.4242826104164123,2025-01-30,0.0065,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 30, 2025",https://player.vimeo.com/video/1052437577,Will Ben Carson be Trump's HHS Secretary?,0.4215906858444214,2025-01-30,0.0915,1,1,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 30, 2025",https://player.vimeo.com/video/1052437577,Will Robert O'Brien be Trump’s Director of National Intelligence?,0.4207685589790344,2025-01-30,0.0335,0,1,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 30, 2025",https://player.vimeo.com/video/1052437577,Will Devin Nunes be Trump’s Director of National Intelligence?,0.4205977320671081,2025-01-30,0.0315,1,1,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 30, 2025",https://player.vimeo.com/video/1052437577,Ten or more Trump Cabinet confirmations in January?,0.4175207912921905,2025-01-30,0.103,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 30, 2025",https://player.vimeo.com/video/1052437577,Will Brian Blase be Trump's HHS Secretary?,0.4082647562026977,2025-01-30,0.005,0,0,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 30, 2025",https://player.vimeo.com/video/1052437577,Will Douglas Macgregor be Trump’s Director of National Intelligence?,0.4075787663459778,2025-01-30,0.0285,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 30, 2025",https://player.vimeo.com/video/1052437577,Will Joe Grogan be Trump's HHS Secretary?,0.4068698287010193,2025-01-30,0.004,1,1,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 30, 2025",https://player.vimeo.com/video/1052437577,Will Bobby Jindal be Trump's HHS Secretary?,0.4045094549655914,2025-01-30,0.0135,1,1,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 30, 2025",https://player.vimeo.com/video/1052437577,Will Stephen Miller be Trump’s Director of National Intelligence?,0.4015745520591736,2025-01-30,0.0195,1,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 31, 2025",https://player.vimeo.com/video/1052446570,Will Trump impose tariffs on Mexico before March?,0.6986459493637085,2025-01-31,0.9,1,1,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 31, 2025",https://player.vimeo.com/video/1052446570,Will Trump impose tariffs on Canada before March?,0.6885079741477966,2025-01-31,0.82,1,1,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 31, 2025",https://player.vimeo.com/video/1052446570,Will Trump impose 25% tariff on Mexico or Canada before February?,0.6875659227371216,2025-01-31,0.1745,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 31, 2025",https://player.vimeo.com/video/1052446570,Trump imposes 25% tariff on Canada and Mexico before March?,0.6868226528167725,2025-01-31,0.65,1,1,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 31, 2025",https://player.vimeo.com/video/1052446570,Will Trump impose tariffs on China before March?,0.6822064518928528,2025-01-31,0.35,1,1,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 31, 2025",https://player.vimeo.com/video/1052446570,Will Trump impose tariffs on Mexico in the first 100 days?,0.6568052768707275,2025-01-31,0.82,1,1,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 31, 2025",https://player.vimeo.com/video/1052446570,Will Trump impose tariffs on Canada in the first 100 days?,0.6495025157928467,2025-01-31,0.855,1,1,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 31, 2025",https://player.vimeo.com/video/1052446570,Will Trump impose tariffs on China in the first 100 days?,0.6425796747207642,2025-01-31,0.74,1,1,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 31, 2025",https://player.vimeo.com/video/1052446570,Will Trump impose tariffs on Taiwan before March?,0.6190868020057678,2025-01-31,0.08,0,1,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 31, 2025",https://player.vimeo.com/video/1052446570,Will Trump designate cartels as terrorists before March?,0.4760562181472778,2025-01-31,0.785,0,0,0
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 31, 2025",https://player.vimeo.com/video/1052446570,Will Trump list the Sinaloa Cartel as a terrorist organization before April?,0.4265443980693817,2025-01-31,0.775,0,1,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 31, 2025",https://player.vimeo.com/video/1052446570,Will Trump list the Jalisco New Generation Cartel (CJNG) as a terrorist organization before April?,0.4242591261863708,2025-01-31,0.78,0,1,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 31, 2025",https://player.vimeo.com/video/1052446570,Will Trump list the Gulf Cartel as a terrorist organization before April?,0.4228032529354095,2025-01-31,0.635,0,1,1
"Remarks: Donald Trump Signs Executive Orders in the Oval Office - January 31, 2025",https://player.vimeo.com/video/1052446570,Will Trump sanction Russia before March?,0.417629063129425,2025-01-31,0.105,0,0,0
