question,date,yes_price,change_1d,change_3d,change_5d
Will Todd Blanche be Trump's Attorney General?,2025-01-30,0.0025,-1,-1,-1
Will Eric Hargan be Trump's HHS Secretary?,2025-01-30,0.0045,-1,-1,1
Nine Trump Cabinet confirmations in January?,2025-01-30,0.665,-1,-1,-1
Will Ken Paxton be Trump's FBI director?,2025-01-30,0.0135,-1,-1,-1
Seven Trump Cabinet confirmations in January?,2025-01-30,0.0095,-1,-1,-1
Six Trump Cabinet confirmations in January?,2025-01-30,0.0005,0,0,0
RFK Jr. confirmed as Health & Human Services Secretary?,2025-01-30,0.775,-1,-1,1
Will Trump use a recess appointment for Matt Gaetz?,2025-01-30,0.006,0,-1,0
Doug Collins confirmed as Secretary of Veterans Affairs?,2025-01-30,0.9915,1,1,1
Chris Wright confirmed as Secretary of Energy?,2025-01-30,0.9945,-1,1,1
Will Andrew Bailey be Trump's FBI director?,2025-01-30,0.0285,-1,-1,-1
Will Will Levi be Trump's Attorney General?,2025-01-30,0.0015,-1,-1,-1
Will Chris Stewart be Trump’s Director of National Intelligence?,2025-01-30,0.1185,1,1,-1
Trump nominates Elon Musk to Cabinet?,2025-01-30,0.0065,-1,-1,-1
Will Ben Carson be Trump's HHS Secretary?,2025-01-30,0.0915,1,1,1
Will Robert O'Brien be Trump’s Director of National Intelligence?,2025-01-30,0.0335,-1,1,1
Will Devin Nunes be Trump’s Director of National Intelligence?,2025-01-30,0.0315,1,1,-1
Ten or more Trump Cabinet confirmations in January?,2025-01-30,0.103,-1,-1,-1
Will Brian Blase be Trump's HHS Secretary?,2025-01-30,0.005,0,-1,1
Will Douglas Macgregor be Trump’s Director of National Intelligence?,2025-01-30,0.0285,0,-1,-1
Will Joe Grogan be Trump's HHS Secretary?,2025-01-30,0.004,1,1,1
Will Bobby Jindal be Trump's HHS Secretary?,2025-01-30,0.0135,1,1,1
Will Stephen Miller be Trump’s Director of National Intelligence?,2025-01-30,0.0195,1,-1,-1
Will Trump impose tariffs on Mexico before March?,2025-01-31,0.9,1,1,1
Will Trump impose tariffs on Canada before March?,2025-01-31,0.82,1,1,1
Will Trump impose 25% tariff on Mexico or Canada before February?,2025-01-31,0.1745,-1,-1,-1
Trump imposes 25% tariff on Canada and Mexico before March?,2025-01-31,0.65,1,1,1
Will Trump impose tariffs on China before March?,2025-01-31,0.35,1,1,1
Will Trump impose tariffs on Mexico in the first 100 days?,2025-01-31,0.82,1,1,1
Will Trump impose tariffs on Canada in the first 100 days?,2025-01-31,0.855,1,1,1
Will Trump impose tariffs on China in the first 100 days?,2025-01-31,0.74,1,1,1
Will Trump impose tariffs on Taiwan before March?,2025-01-31,0.08,-1,1,1
Will Trump designate cartels as terrorists before March?,2025-01-31,0.785,-1,-1,-1
Will Trump list the Sinaloa Cartel as a terrorist organization before April?,2025-01-31,0.775,0,1,1
Will Trump list the Jalisco New Generation Cartel (CJNG) as a terrorist organization before April?,2025-01-31,0.78,-1,1,1
Will Trump list the Gulf Cartel as a terrorist organization before April?,2025-01-31,0.635,-1,1,1
Will Trump sanction Russia before March?,2025-01-31,0.105,-1,-1,-1
Will Trump Media invest in Ethereum before March?,2025-01-31,0.12,0,-1,-1
"Will Donald Trump say ""Coin"" 5+ times during Crypto Summit on Friday?",2025-03-07,0.575,0,0,0
"Will Donald Trump say ""Russia"" during Crypto Summit on Friday?",2025-03-07,0.275,0,0,0
Trump transgender sports ban?,2025-02-05,0.993,1,1,1
Will Donald Trump issue 100 or more executive orders in his first week?,2025-01-29,0.0005,0,0,0
Will Donald Trump issue 25-49 executive orders in his first week?,2025-01-29,0.9995,0,0,0
Will Donald Trump issue 75-99 executive orders in his first week?,2025-01-29,0.0005,0,0,0
Will Trump issue less than 100 executive orders in first week?,2025-01-29,0.9995,0,0,0
Will Trump go on SNL before inauguration?,2024-12-17,0.0445,1,1,1
Trump blowout victory?,2024-10-07,0.115,1,1,1
Trump nominates RFK Jr. to Cabinet?,2024-11-05,0.37,1,1,1
Trump blowout victory?,2024-11-05,0.135,1,-1,-1
"Trump wins 322-216 - AZ, GA, MI, MN, NV, PA, WI",2024-11-06,0.048,-1,-1,-1
"Trump wins 316-222 - AZ, GA, MI, MN, NC, PA, WI",2024-11-06,0.037,-1,-1,-1
"Trump wins 287-251 - AZ, GA, NV, NC, PA",2024-11-06,0.075,-1,-1,-1
Trump wins every swing state?,2024-11-06,0.16,1,1,1
"Trump wins 281-257 - AZ, GA, NC, PA",2024-11-06,0.075,-1,-1,-1
"Trump wins the election but loses WI, MI, or PA?",2024-11-06,0.36,-1,-1,-1
Trump wins Pennsylvania but loses the Election?,2024-11-06,0.08,-1,-1,-1
Will Trump win no swing states?,2024-11-06,0.085,0,0,0
Will Trump win 6 swing states?,2024-11-06,0.15,-1,-1,-1
Will Trump win 5 swing states?,2024-11-06,0.195,-1,-1,-1
Will Trump win 3 swing states?,2024-11-06,0.105,0,0,0
Trump wins a solid blue state?,2024-11-06,0.14,-1,-1,-1
Will Trump win 4 swing states?,2024-11-06,0.165,0,0,0
Will Donald Trump win the 2024 US Presidential Election?,2024-11-06,0.58,0,0,0
Will Trump win 2 swing states?,2024-11-06,0.095,0,0,0
"Rabois Parlay: Trump wins PA, MI, GA and AZ?",2024-11-06,0.25,1,1,1
Will Trump win 7 swing states?,2024-11-06,0.17,1,1,1
Will Trump win 1 swing state?,2024-11-06,0.09,0,0,0
Will Trump win another state by the largest margin?,2024-11-06,0.0205,-1,-1,-1
Will Trump win Alaska by 6+ points?,2024-11-06,0.745,1,1,1
Will Donald Trump win the popular vote in the 2024 Presidential Election?,2024-11-06,0.2855,1,1,1
Will Trump win Miami?,2024-11-06,0.37,1,1,1
Trump claims victory before AP calls the election?,2024-11-06,0.745,0,0,0
Will Trump win Florida by 8+ points?,2024-11-06,0.7,1,1,1
Will Trump win Arkansas by the largest margin?,2024-11-06,0.016,-1,-1,-1
Will Trump win Texas by 10+ points?,2024-11-06,0.4,1,1,1
Will Trump win Florida by 12+ points?,2024-11-06,0.275,1,1,1
Trump blowout victory?,2024-11-06,0.15,-1,-1,-1
Will Trump win North Dakota by the largest margin?,2024-11-06,0.018,-1,-1,-1
Winning candidate also wins popular vote?,2024-11-06,0.635,1,1,1
Will any other Republican Politician win the 2024 US Presidential Election?,2024-11-06,0.0005,0,0,0
Will Trump win Mississippi by 20+ points?,2024-11-06,0.45,1,1,1
Trump nominates RFK Jr. to Cabinet?,2024-11-01,0.365,1,-1,1
Will Robert F. Kennedy Jr. win the 2024 US Presidential Election?,2024-11-01,0.0005,0,0,0
Will Nikki Haley win the 2024 US Presidential Election?,2024-11-01,0.0005,0,0,0
Will Trump do a podcast with Hawk Tuah Girl?,2024-11-01,0.0165,0,-1,-1
Will Nikki Haley win the popular vote in the 2024 Presidential Election?,2024-11-01,0.0005,0,0,0
Will Trump go on Redscare?,2024-11-01,0.0215,-1,-1,-1
Trump nominates Tulsi Gabbard to Cabinet?,2024-11-01,0.37,1,-1,1
Will Trump cut Ukraine off from Starlink?,2025-02-25,0.05,-1,-1,1
Will Trump sanction Russia before March?,2025-02-25,0.0145,-1,-1,-1
Will Putin meet with Trump in February?,2025-02-25,0.0195,-1,-1,-1
Pam Bondi confirmed as Attorney General?,2025-02-05,0.999,0,0,0
Will Pam Bondi be Trump's Attorney General?,2025-02-05,0.9975,0,0,0
Will Robert Giuffra be Trump's Attorney General?,2025-02-05,0.0015,0,0,0
Will Matthew Whitaker be Trump's Attorney General?,2025-02-05,0.0005,0,0,0
Will Matt Gaetz be Trump's Attorney General?,2025-02-05,0.0005,0,0,0
Will Todd Blanche be Trump's Attorney General?,2025-02-05,0.0005,0,0,0
Will Mike Davis be Trump's Attorney General?,2025-02-05,0.0005,0,0,0
Will Ken Paxton be Trump's Attorney General?,2025-02-05,0.0015,0,0,0
Will Mike Lee be Trump's Attorney General?,2025-02-05,0.0005,0,0,0
Will Andrew Bailey be Trump's Attorney General?,2025-02-05,0.0005,0,0,0
Will Will Levi be Trump's Attorney General?,2025-02-05,0.0005,0,0,0
Will Jay Clayton be Trump's Attorney General?,2025-02-05,0.0015,0,0,0
"Will Trump say ""mandate"" 3+ times during his inauguration speech?",2025-01-20,0.175,0,0,0
"Will Trump say ""god"" 4+ times during his inauguration speech?",2025-01-20,0.595,0,0,0
"Will Trump say ""America"" 15 or more times during his inauguration speech?",2025-01-20,0.79,0,0,0
"Will Trump's inaugural address be 2,400 or more words?",2025-01-20,0.3,1,1,1
Five Trump Cabinet confirmations in January?,2025-01-20,0.145,-1,-1,-1
"Will Trump's inaugural address be 2,200-2,400 words?",2025-01-20,0.09,-1,-1,-1
"Will Trump's inaugural address be 1,200-1,400 words?",2025-01-20,0.055,-1,-1,-1
Seven Trump Cabinet confirmations in January?,2025-01-20,0.085,-1,1,1
Four Trump Cabinet confirmations in January?,2025-01-20,0.155,-1,-1,-1
"Will Trump's inaugural address be 1,400-1,600 words?",2025-01-20,0.065,-1,-1,-1
Two Trump Cabinet confirmations in January?,2025-01-20,0.0185,-1,-1,-1
"Will Trump's inaugural address be less than 1,200 words?",2025-01-20,0.0495,-1,-1,-1
"Will Trump's inaugural address be 1,600-1,800 words?",2025-01-20,0.135,-1,-1,-1
Three Trump Cabinet confirmations in January?,2025-01-20,0.021,0,-1,-1
Six Trump Cabinet confirmations in January?,2025-01-20,0.105,1,1,1
"Will Trump's inaugural address be 2,000-2,200 words?",2025-01-20,0.25,-1,-1,-1
"Will Trump say ""MAGA"" 4 or more times during his inauguration speech?",2025-01-20,0.125,0,0,0
Nine Trump Cabinet confirmations in January?,2025-01-20,0.115,-1,0,1
Eight Trump Cabinet confirmations in January?,2025-01-20,0.08,-1,1,1
"Will Trump's inaugural address be 1,800-2,000 words?",2025-01-20,0.11,-1,-1,-1
"Will Trump say ""hell"" during his inauguration speech?",2025-01-20,0.225,0,0,0
Will Trump's inaugural address be 16-18 minutes?,2025-01-20,0.16,0,0,0
"Will Trump say ""America first"" during his inauguration speech?",2025-01-20,0.9,0,0,0
Will Trump's inaugural address be 10-12 minutes?,2025-01-20,0.012,0,0,0
Will Trump's inaugural address be 18-20 minutes?,2025-01-20,0.185,0,0,0
GOP wins popular vote by 7% or more?,2024-11-13,0.0005,1,1,0
GOP wins popular vote by 6-7%?,2024-11-13,0.0005,0,0,0
Democrats win popular vote by 6-7%?,2024-11-13,0.0005,0,0,0
Democrats win popular vote by 7% or more?,2024-11-13,0.001,1,-1,-1
GOP wins popular vote by 5-6%?,2024-11-13,0.0005,0,0,0
Democrats win popular vote by 5-6%?,2024-11-13,0.0005,0,0,0
GOP wins popular vote by 4-5%?,2024-11-13,0.0005,0,0,0
Democrats win popular vote by 4-5%?,2024-11-13,0.0005,0,0,0
GOP wins popular vote by 3-4%?,2024-11-13,0.0005,1,1,0
GOP wins popular vote by 0-1%?,2024-11-13,0.0315,-1,-1,-1
GOP wins popular vote by 1-2%?,2024-11-13,0.9405,1,1,1
GOP wins popular vote by 2-3%?,2024-11-13,0.007,-1,-1,-1
Democrats win popular vote by 3-4%?,2024-11-13,0.0005,0,0,0
Democrats win popular vote by 0-1%?,2024-11-13,0.0005,0,0,1
Democrats win popular vote by 1-2%?,2024-11-13,0.0005,0,0,0
Democrats win popular vote by 2-3%?,2024-11-13,0.0005,0,0,0
U.S. Presidential election decided by ≤10k votes?,2024-11-13,0.0095,-1,-1,1
U.S. Presidential election decided by ≤100k votes?,2024-11-13,0.0075,1,1,1
Will Trump get over 50% of the Popular Vote?,2024-11-13,0.085,-1,-1,-1
Will Trump get 70-72m votes in the 2024 U.S. Presidential Election?,2024-11-13,0.0005,1,0,1
Will Trump get 72-74m votes in the 2024 U.S. Presidential Election?,2024-11-13,0.0005,1,1,0
Will Trump get 68-70m votes in the 2024 U.S. Presidential Election?,2024-11-13,0.0025,-1,-1,-1
Will Trump get 74-76m votes in the 2024 U.S. Presidential Election?,2024-11-13,0.038,-1,-1,-1
Will Trump get 78-80m votes in the 2024 U.S. Presidential Election?,2024-11-13,0.1155,-1,-1,-1
Will Trump get 76-78m votes in the 2024 U.S. Presidential Election?,2024-11-13,0.78,1,1,1
Neither a Democrat nor a Republican wins popular vote?,2024-11-13,0.0005,0,0,0
Will Trump get 66-68m votes in the 2024 U.S. Presidential Election?,2024-11-13,0.0005,1,0,0
Will Trump get 80-82m votes in the 2024 U.S. Presidential Election?,2024-11-13,0.006,-1,-1,-1
Will Trump win Arkansas by the largest margin?,2024-11-13,0.0045,1,1,1
Will Trump get 82-84m votes in the 2024 U.S. Presidential Election?,2024-11-13,0.0025,0,-1,-1
Will Trump get 84-86m votes in the 2024 U.S. Presidential Election?,2024-11-13,0.001,0,-1,-1
Will Trump get 86m or more votes in the 2024 U.S. Presidential Election?,2024-11-13,0.001,0,0,0
Will Trump get less than 66m votes in the 2024 U.S. Presidential Election?,2024-11-13,0.035,-1,-1,-1
Will Trump win Texas by 10+ points?,2024-11-13,0.993,1,1,1
"Will Trump say ""Tesla"" during Michigan rally on October 18?",2024-10-18,0.465,-1,-1,-1
Will Trump launch a coin before the election?,2024-10-18,0.9975,0,0,0
"Will Trump say ""McDonald's"" during Pennsylvania rally on October 19?",2024-10-20,0.9995,0,0,0
Will Joe Biden endorse Donald Trump?,2024-10-20,0.0055,-1,1,0
Trump nominates Elon Musk to Cabinet?,2024-10-20,0.185,-1,-1,-1
Will Joe Biden attend presidential inauguration?,2025-01-20,0.987,0,0,0
Trump inauguration gets more viewers than Biden's?,2025-01-20,0.545,-1,-1,-1
"Will Trump say ""Biden"" during victory rally?",2025-01-20,0.9995,0,0,0
"Will Trump say ""Biden"" during his inauguration speech?",2025-01-20,0.875,0,0,0
Will Joe Rogan attend presidential inauguration?,2025-01-20,0.235,0,0,0
Will Joe Grogan be Trump's HHS Secretary?,2025-01-20,0.0045,-1,-1,-1
Will Ben Carson be Trump's HHS Secretary?,2025-01-20,0.1325,-1,-1,-1
Will Mike Gallagher be Trump's Defense Secretary?,2025-01-20,0.006,-1,-1,-1
Will Eric Hargan be Trump's HHS Secretary?,2025-01-20,0.0015,0,0,1
Will Thomas Massie be Trump's Defense Secretary?,2025-01-20,0.0025,1,-1,-1
Will Brian Blase be Trump's HHS Secretary?,2025-01-20,0.0035,0,0,-1
Will Mark Zuckerberg attend presidential inauguration?,2025-01-20,0.9495,0,0,0
Will RFK Jr. be Trump's HHS Secretary?,2025-01-20,0.805,-1,1,1
Will Joe Biden attend presidential inauguration?,2024-11-13,0.945,0,0,-1
Will Lisa Murkowski vote to confirm Pete Hegseth as Secretary of Defense?,2025-01-20,0.695,-1,-1,-1
Bernie Sanders votes to confirm RFK Jr?,2025-01-20,0.28,-1,-1,-1
Will Donald Trump sign less than 5 executive orders in March?,2025-03-04,0.005,1,-1,-1
Will Donald Trump sign 5-9 executive orders in March?,2025-03-04,0.008,1,-1,-1
Will Trump post 80-89 times on Truth Feb 28 - March 7?,2025-03-04,0.0715,1,1,1
Will Trump issue an executive order on March 5?,2025-03-04,0.415,1,-1,-1
Will Trump say 'mandate' 5+ times times during the 2025 State of the Union?,2025-03-04,0.075,1,1,1
Will Trump post less than 80 times on Truth Feb 28 - March 7?,2025-03-04,0.05,1,1,1
Will Trump post 100-109 times on Truth Feb 28 - March 7?,2025-03-04,0.19,-1,-1,-1
Will Trump post 160 or more times on Truth Feb 28 - March 7?,2025-03-04,0.0075,-1,-1,-1
Will Trump post 150-159 times on Truth Feb 28 - March 7?,2025-03-04,0.0065,-1,-1,-1
Will Trump post 140-149 times on Truth Feb 28 - March 7?,2025-03-04,0.031,-1,-1,-1
Will Trump post 110-119 times on Truth Feb 28 - March 7?,2025-03-04,0.25,-1,-1,-1
Will Trump issue an executive order on March 4?,2025-03-04,0.48,-1,-1,-1
Will Trump issue an executive order on March 6?,2025-03-04,0.57,-1,-1,-1
Will Trump's 538 approval rating be 48.5% or higher on March 7?,2025-03-04,0.115,-1,-1,-1
Will Trump post 120-129 times on Truth Feb 28 - March 7?,2025-03-04,0.15,-1,-1,-1
Trump negative approval before April?,2025-03-04,0.9545,-1,1,1
Will Trump post 90-99 times on Truth Feb 28 - March 7?,2025-03-04,0.23,1,-1,-1
Will Trump post 130-139 times on Truth Feb 28 - March 7?,2025-03-04,0.041,-1,-1,-1
Will Trump's 538 approval rating be less than 46.5% on March 7?,2025-03-04,0.12,-1,-1,-1
Trump positive favorability on inauguration day?,2024-12-22,0.49,-1,-1,-1
"Will Trump say ""Hurricane"" during Pennsylvania rally on October 9?",2024-10-10,0.9995,0,0,0
Will Trump win Miami?,2024-10-10,0.425,-1,-1,-1
Will Trump go on Redscare?,2024-10-10,0.1405,-1,-1,-1
Will Trump Media invest in Solana before March?,2025-02-19,0.036,-1,-1,-1
Will Mike Rogers be Trump's FBI director?,2025-02-19,0.0005,0,0,0
Will Trump meet with Javier Milei in his first 100 days?,2025-02-19,0.9525,-1,1,1
Will Trump Media invest in Ethereum before March?,2025-02-19,0.0215,1,-1,1
Will Trump Media invest in $TRUMP before March?,2025-02-19,0.0265,-1,-1,-1
Will Kash Patel be Trump's FBI director?,2025-02-19,0.9905,-1,1,1
Will Donald Trump be named in Epstein files?,2025-02-19,0.095,0,1,1
Trump positive favorability on March 1?,2025-02-21,0.06,-1,-1,-1
Will Trump's 538 approval rating be 51.0% or higher on February 21?,2025-02-21,0.008,0,-1,-1
Will Trump's 538 approval rating be between 47.5% and 47.9% on February 21?,2025-02-21,0.0265,-1,-1,-1
Will Trump's 538 approval rating be between 48.5% and 48.9% on February 21?,2025-02-21,0.61,1,1,1
Will Trump's 538 approval rating be between 49.5% and 49.9% on February 21?,2025-02-21,0.012,0,-1,-1
Will Trump's 538 approval rating be between 50.5% and 50.9% on February 21?,2025-02-21,0.0105,-1,1,-1
Will Trump's 538 approval rating be between 47.0% and 47.4% on February 21?,2025-02-21,0.0065,1,-1,-1
Will Trump's 538 approval rating be between 48.0% and 48.4% on February 21?,2025-02-21,0.26,-1,1,-1
Will Trump's 538 approval rating be between 49.0% and 49.4% on February 21?,2025-02-21,0.075,-1,-1,-1
Will Trump's 538 approval rating be between 50.0% and 50.4% on February 21?,2025-02-21,0.0125,-1,-1,-1
Will Trump's 538 approval rating be less than 47.0% on February 21?,2025-02-21,0.0035,1,-1,-1
"Will Trump say ""God"" during Pennsylvania rally on October 9?",2024-10-09,0.925,1,1,1
"Will Trump say ""Hurricane"" during Pennsylvania rally on October 9?",2024-10-09,0.93,1,1,1
"Will Trump say ""Milton"" during Pennsylvania rally on October 9?",2024-10-09,0.495,-1,-1,-1
"Will Trump say ""FEMA"" during Pennsylvania rally on October 9?",2024-10-09,0.63,-1,-1,-1
"Will Trump say ""Too big to rig"" during Pennsylvania rally on October 9?",2024-10-09,0.89,1,1,1
"Will Trump say ""trans"" during Pennsylvania rally on October 9?",2024-10-09,0.9,1,1,1
"Will Trump say ""Green new scam"" during Pennsylvania rally on October 9?",2024-10-09,0.765,1,1,1
"Will Trump say ""tampon"" during Pennsylvania rally on October 9?",2024-10-09,0.065,1,1,1
"Will Trump say ""Border"" 20 or more times during Pennsylvania rally on October 9?",2024-10-09,0.865,-1,-1,-1
"Will Trump say ""Border"" 30 or more times during Pennsylvania rally on October 9?",2024-10-09,0.415,-1,-1,-1
"Will Trump say ""Elon"" 3 or more times during Pennsylvania rally on October 9?",2024-10-09,0.81,1,1,1
"Will Trump say ""Fracking"" 3 or more times during Pennsylvania rally on October 9?",2024-10-09,0.795,1,1,1
"Will Trump say ""missile defense shield"" during Pennsylvania rally on October 9?",2024-10-09,0.9,-1,-1,-1
"Will Trump say ""Tax"" 20 or more times during Pennsylvania rally on October 9?",2024-10-09,0.81,-1,-1,-1
"Will Trump say ""Kamala"" 25 or more times during Pennsylvania rally on October 9?",2024-10-09,0.745,1,1,1
"Will Trump say ""crypto"" or ""Bitcoin"" during Pennsylvania rally on October 9?",2024-10-09,0.0455,-1,-1,-1
"Will Trump say ""drill baby drill"" during Pennsylvania rally on October 9?",2024-10-09,0.875,-1,-1,-1
"Will Trump say ""Kamala"" 35 or more times during Pennsylvania rally on October 9?",2024-10-09,0.255,-1,-1,-1
Will Trump be Speaker by January 1?,2024-10-09,0.014,0,-1,-1
Will Trump launch a coin before the election?,2024-10-09,0.33,1,1,1
Will Trump cut NPR funding in February?,2025-02-06,0.61,1,-1,-1
Trump positive favorability on inauguration day?,2025-01-20,0.1955,-1,-1,-1
Trump positive favorability on February 1?,2025-01-20,0.43,-1,-1,-1
Trump positive favorability on March 1?,2025-01-20,0.39,-1,-1,-1
"Will Trump say ""Biden"" during his inauguration speech?",2025-01-20,0.875,0,0,0
Will Joe Biden attend presidential inauguration?,2025-01-20,0.987,0,0,0
Nine Trump Cabinet confirmations in January?,2025-01-20,0.115,-1,0,1
Five Trump Cabinet confirmations in January?,2025-01-20,0.145,-1,-1,-1
Eight Trump Cabinet confirmations in January?,2025-01-20,0.08,-1,1,1
Will Biden pardon Trump?,2025-01-20,0.025,0,0,0
Will Mike Rogers be Trump's Defense Secretary?,2025-01-20,0.0005,1,1,1
Will Doug Burgum be a member of the Trump administration?,2025-01-20,0.9855,1,1,1
Seven Trump Cabinet confirmations in January?,2025-01-20,0.085,-1,1,1
"Will Trump say ""Biden"" during victory rally?",2025-01-20,0.9995,0,0,0
"Will Trump say ""America first"" during his inauguration speech?",2025-01-20,0.9,0,0,0
Six Trump Cabinet confirmations in January?,2025-01-20,0.105,1,1,1
Four Trump Cabinet confirmations in January?,2025-01-20,0.155,-1,-1,-1
Will every president attend Trump’s inauguration?,2025-01-20,0.978,0,0,0
Will Matthew Whitaker be Trump's Attorney General?,2025-01-20,0.0025,1,-1,-1
Will Eric Adams attend presidential inauguration?,2025-01-20,0.34,0,0,0
Will Shou Chew attend presidential inauguration?,2025-01-20,0.932,0,0,0
Three Trump Cabinet confirmations in January?,2025-01-20,0.021,0,-1,-1
Will Biden issue more pardons than Trump?,2025-01-20,0.23,0,0,0
Will Jay Clayton be Trump's Attorney General?,2025-01-20,0.0035,0,-1,-1
Will 38-41 people watch Trump inauguration?,2025-01-20,0.06,-1,-1,-1
Will Pete Hegseth be Trump's Defense Secretary?,2025-01-20,0.946,1,-1,1
Will Andrew Bailey be Trump's Attorney General?,2025-01-20,0.0025,1,0,0
Will Bill Clinton attend presidential inauguration?,2025-01-20,0.9875,0,0,0
"Will Trump say ""Trump"" 3 or more times at CPAC conference on Saturday?",2025-02-22,0.52,1,1,1
"Will Trump say ""Ronald"" or ""Reagan"" at CPAC conference on Saturday?",2025-02-22,0.455,-1,-1,-1
"Will Trump say ""french fries"" during Pennsylvania rally on October 26?",2024-10-25,0.39,-1,1,1
"Will Trump say ""Green New Scam"" 3 or more times during New York rally on October 27?",2024-10-25,0.32,-1,1,1
"Will Trump say ""border"" 25 or more times during Pennsylvania rally on October 26?",2024-10-25,0.725,-1,-1,-1
"Will Trump say ""economic wasteland"" during Pennsylvania rally on October 26?",2024-10-25,0.695,-1,-1,-1
"Will Trump say ""unrealized"" during Pennsylvania rally on October 26?",2024-10-25,0.385,1,-1,-1
"Will Trump say ""hispanic"" 3 or more times during Las Vegas rally on October 24?",2024-10-25,0.575,0,0,0
"Will Trump say ""border"" 25 or more times during Las Vegas rally on October 24?",2024-10-25,0.715,0,0,0
"Will Trump say ""McDonald's"" during Pennsylvania rally on October 26?",2024-10-25,0.81,1,1,1
"Will Trump say ""tax"" 25 or more times during Pennsylvania rally on October 26?",2024-10-25,0.475,1,1,1
"Will Trump say ""border"" 20 or more times during New York rally on October 27?",2024-10-25,0.845,-1,-1,-1
Will New Mexico be the last state to be called by the AP?,2024-10-31,0.0325,-1,-1,-1
Trump wins Pennsylvania but loses the Election?,2024-10-31,0.075,-1,0,1
"Trump wins the election but loses WI, MI, or PA?",2024-10-31,0.355,0,-1,1
Trump eligible to vote in the election?,2024-10-31,0.8505,1,1,1
Trump convicted of another felony before election?,2024-10-31,0.0085,1,-1,-1
Trump wins every swing state?,2024-10-31,0.265,-1,-1,-1
Will Donald Trump win the 2024 US Presidential Election?,2024-10-31,0.6475,-1,-1,-1
Will Trump win no swing states?,2024-10-31,0.075,1,1,1
Trump in jail before election day?,2024-10-31,0.006,0,-1,-1
Trump wins Pennsylvania but loses the Election?,2024-10-29,0.07,0,-1,1
Will Trump be Speaker by January 1?,2024-10-29,0.0445,-1,-1,-1
Will Donald Trump win the popular vote in the 2024 Presidential Election?,2024-10-29,0.4295,-1,-1,-1
"Will Trump say ""Vote"" 15 or more times during Georgia rally on October 28?",2024-10-29,0.235,0,0,0
Trump eligible to vote in the election?,2024-10-15,0.9735,1,1,1
Will the Republican candidate win Georgia by 0%-1.0%?,2024-10-15,0.125,1,-1,-1
Will the Republican candidate win Georgia by 4.0% or more?,2024-10-15,0.215,0,1,1
Trump-Vance Republican ticket on election day?,2024-10-15,0.9725,-1,-1,1
Will the Republican candidate win Georgia by 3.0%-4.0%?,2024-10-15,0.1,1,-1,-1
"Rabois Parlay: Trump wins PA, MI, GA and AZ?",2024-10-15,0.325,1,1,1
Will the Republican candidate win Georgia by 2.0%-3.0%?,2024-10-15,0.105,1,-1,-1
Trump in jail before election day?,2024-10-15,0.011,1,1,1
Will the Republican candidate win Georgia by 1.0%-2.0%?,2024-10-15,0.13,1,1,1
"Will Trump say ""Tariff"" during Georgia rally on October 28?",2024-10-28,0.925,1,1,1
"Will Trump say ""build the wall"" during Georgia rally on October 28?",2024-10-28,0.1,-1,-1,-1
"Will Trump say ""Putin"" during Georgia rally on October 28?",2024-10-28,0.72,-1,-1,-1
"Will Trump say ""Border"" 20 or more times during Georgia rally on October 28?",2024-10-28,0.595,1,1,1
"Will Trump say ""Border"" 30 or more times during Georgia rally on October 28?",2024-10-28,0.16,-1,-1,-1
"Will Trump say ""No income tax"" during Georgia rally on October 28?",2024-10-28,0.15,-1,-1,-1
"Will Trump say ""China"" 10 or more times during Georgia rally on October 28?",2024-10-28,0.47,-1,-1,-1
"Will Trump say ""Rapist"" during Georgia rally on October 28?",2024-10-28,0.12,-1,-1,-1
"Will Trump say ""fascist"" during Georgia rally on October 28?",2024-10-28,0.165,1,1,1
"Will Trump say ""Elon"" during Georgia rally on October 28?",2024-10-28,0.885,1,1,1
"Will Trump say ""hurricane"" 3 or more times during California rally on October 12?",2024-10-11,0.705,-1,-1,-1
"Will Trump say ""hurricane"" 3 or more times during Colorado rally on October 11?",2024-10-11,0.695,-1,-1,-1
Will Trump tweet 15-19 times October 4-11?,2024-10-11,0.0015,0,0,0
Will Trump tweet 25-29 times October 4-11?,2024-10-11,0.49,0,0,0
"Will Trump say ""god"" 10 or more times during California rally on October 12?",2024-10-11,0.11,0,-1,-1
Will Trump tweet 35-39 times October 4-11?,2024-10-11,0.061,0,0,0
Trump blowout victory?,2024-10-11,0.125,1,1,1
Will Trump tweet 20-24 times October 4-11?,2024-10-11,0.43,0,0,0
Will Trump tweet 30-34 times October 4-11?,2024-10-11,0.293,0,0,0
Will Trump tweet 40-49 times October 4-11?,2024-10-11,0.0075,0,0,0
"Will Trump say ""missile defense shield"" during California rally on October 12?",2024-10-11,0.815,-1,-1,-1
"Will Trump say ""too big to rig"" 3 or more times during California rally on October 12?",2024-10-11,0.46,-1,-1,-1
"Will Trump say ""Alaska"" during California rally on October 12?",2024-10-11,0.56,-1,-1,-1
"Will Trump say ""god"" 2 or more times during Colorado rally on October 11?",2024-10-11,0.91,0,0,0
Will Trump tweet 50 or more times October 4-11?,2024-10-11,0.003,0,0,0
"Will Trump say ""unrealized"" during California rally on October 12?",2024-10-11,0.755,-1,-1,-1
Will Joe Biden endorse Donald Trump?,2024-10-11,0.0145,-1,-1,-1
"Will Trump say ""Sleepy Joe"" or ""Crooked Joe"" 3 or more times during California rally on October 12?",2024-10-11,0.48,-1,-1,-1
