title,url,matching_questions,similarity
NEW: Mexico extradites 29 cartel leaders to US,https://www.youtube.com/watch?v=LLLj9XT2yLc,Trump tariffs on Mexico in effect by May 1?,0.40947532653808594
Secret Service chief pinpoints 'life-changing moment' for America,https://www.youtube.com/watch?v=1z2Dy3XKx48,Will Trump invite the Philadelphia Eagles to the White House?,0.4187648296356201
"Pam Bondi wants transparency on the Epstein files, David Schoen says",https://www.youtube.com/watch?v=nBykeh0FlbA,Will FBI send Pam Bondi the full Epstein files by Friday?,0.6479887962341309
"Pam Bondi wants transparency on the Epstein files, David Schoen says",https://www.youtube.com/watch?v=nBykeh0FlbA,Trump releases Epstein list today?,0.45404765009880066
"Fox News Highlights - Feb. 27, 2025",https://www.youtube.com/watch?v=Tx-QRyClCtM,Trump releases Epstein list today?,0.5544590353965759
"Fox News Highlights - Feb. 27, 2025",https://www.youtube.com/watch?v=Tx-QRyClCtM,Will Trump say 'Epstein' during the 2025 State of the Union?,0.43564310669898987
"Fox News Highlights - Feb. 27, 2025",https://www.youtube.com/watch?v=Tx-QRyClCtM,Will FBI send Pam Bondi the full Epstein files by Friday?,0.40874582529067993
Karine Jean-Pierre claims Biden was 'very honest' about his decline,https://www.youtube.com/watch?v=i4si1Hta2i8,Will Donald Trump sign 28-29 executive orders in February?,0.45674973726272583
Karine Jean-Pierre claims Biden was 'very honest' about his decline,https://www.youtube.com/watch?v=i4si1Hta2i8,Will Donald Trump sign 30-31 executive orders in February?,0.45271146297454834
Karine Jean-Pierre claims Biden was 'very honest' about his decline,https://www.youtube.com/watch?v=i4si1Hta2i8,Will Donald Trump sign 34 or more executive orders in February?,0.44472700357437134
Karine Jean-Pierre claims Biden was 'very honest' about his decline,https://www.youtube.com/watch?v=i4si1Hta2i8,Will Donald Trump sign 32-33 executive orders in February?,0.44008731842041016
Karine Jean-Pierre claims Biden was 'very honest' about his decline,https://www.youtube.com/watch?v=i4si1Hta2i8,Will Trump issue an executive order on March 1?,0.43671858310699463
Karine Jean-Pierre claims Biden was 'very honest' about his decline,https://www.youtube.com/watch?v=i4si1Hta2i8,Will Donald Trump sign 5-9 executive orders in March?,0.4332268238067627
Karine Jean-Pierre claims Biden was 'very honest' about his decline,https://www.youtube.com/watch?v=i4si1Hta2i8,Will Donald Trump sign less than 28 executive orders in February?,0.4279611110687256
Karine Jean-Pierre claims Biden was 'very honest' about his decline,https://www.youtube.com/watch?v=i4si1Hta2i8,Will Trump issue an executive order on February 27?,0.4249805212020874
Karine Jean-Pierre claims Biden was 'very honest' about his decline,https://www.youtube.com/watch?v=i4si1Hta2i8,Will Trump issue an executive order on February 28?,0.42371195554733276
Karine Jean-Pierre claims Biden was 'very honest' about his decline,https://www.youtube.com/watch?v=i4si1Hta2i8,Will Donald Trump sign less than 5 executive orders in March?,0.42062902450561523
'GET OUT THE WAY': Homan has a pressing message for Boston city leaders,https://www.youtube.com/watch?v=detsqPGU0F4,Will Trump pass a border/immigration law in first 100 days?,0.4748997688293457
'GET OUT THE WAY': Homan has a pressing message for Boston city leaders,https://www.youtube.com/watch?v=detsqPGU0F4,Trump's birthright citizenship ban unblocked before March?,0.43000948429107666
Pam Bondi on stonewalled Epstein files: I kept saying 'there has to be more',https://www.youtube.com/watch?v=eSuXFkF_dGc,Will FBI send Pam Bondi the full Epstein files by Friday?,0.5770557522773743
Pam Bondi on stonewalled Epstein files: I kept saying 'there has to be more',https://www.youtube.com/watch?v=eSuXFkF_dGc,Trump releases Epstein list today?,0.5271297693252563
Pam Bondi on stonewalled Epstein files: I kept saying 'there has to be more',https://www.youtube.com/watch?v=eSuXFkF_dGc,Will Trump say 'Epstein' during the 2025 State of the Union?,0.4221925735473633
Sean Hannity: The left is getting triggered,https://www.youtube.com/watch?v=s53lnvilhBs,Will FBI send Pam Bondi the full Epstein files by Friday?,0.5935012102127075
Sean Hannity: The left is getting triggered,https://www.youtube.com/watch?v=s53lnvilhBs,Trump releases Epstein list today?,0.5582910776138306
Sean Hannity: The left is getting triggered,https://www.youtube.com/watch?v=s53lnvilhBs,Will Trump say 'Epstein' during the 2025 State of the Union?,0.5349630117416382
Sean Hannity: The left is getting triggered,https://www.youtube.com/watch?v=s53lnvilhBs,"Will Donald Trump say ""Ukraine"" 10+ times during his presser with Zelenskyy on Feb 28?",0.500893771648407
Sean Hannity: The left is getting triggered,https://www.youtube.com/watch?v=s53lnvilhBs,"Will Donald Trump say ""Crypto"" or ""Bitcoin"" during his presser with Zelenskyy on Feb 28?",0.4808352589607239
Sean Hannity: The left is getting triggered,https://www.youtube.com/watch?v=s53lnvilhBs,Will Trump Media invest in Ethereum before March?,0.45735442638397217
Sean Hannity: The left is getting triggered,https://www.youtube.com/watch?v=s53lnvilhBs,"Will Donald Trump say ""Horrible"" 5+ times during his presser with Zelenskyy on Feb 28?",0.45451831817626953
Sean Hannity: The left is getting triggered,https://www.youtube.com/watch?v=s53lnvilhBs,Will Trump cut NPR funding in February?,0.4424769878387451
Sean Hannity: The left is getting triggered,https://www.youtube.com/watch?v=s53lnvilhBs,Will Trump cut Ukraine off from Starlink?,0.42792847752571106
Sean Hannity: The left is getting triggered,https://www.youtube.com/watch?v=s53lnvilhBs,Will Trump Media invest in Bitcoin before March?,0.4121764302253723
Sean Hannity: The left is getting triggered,https://www.youtube.com/watch?v=s53lnvilhBs,Will Trump Media invest in $TRUMP before March?,0.412081778049469
Sean Hannity: The left is getting triggered,https://www.youtube.com/watch?v=s53lnvilhBs,Will Trump sanction Russia before March?,0.40993112325668335
Sean Hannity: The left is getting triggered,https://www.youtube.com/watch?v=s53lnvilhBs,Will Trump Media invest in Solana before March?,0.40691447257995605
Jesse Watters: Democrats are desperate,https://www.youtube.com/watch?v=gYb2gCpTJSc,Will Trump Media invest in $TRUMP before March?,0.42551928758621216
Jesse Watters: Democrats are desperate,https://www.youtube.com/watch?v=gYb2gCpTJSc,Trump tariffs on Mexico in effect by May 1?,0.4216834604740143
Jesse Watters: Democrats are desperate,https://www.youtube.com/watch?v=gYb2gCpTJSc,Will Trump remove tariff on Mexico before March?,0.40768536925315857
"FBI accused of withholding Epstein files, Pam Bondi demands documents be released",https://www.youtube.com/watch?v=SgmDInhTi_c,Will FBI send Pam Bondi the full Epstein files by Friday?,0.5340166091918945
First wave of Jeffrey Epstein files released,https://www.youtube.com/watch?v=i9M7SlJ0L_U,Trump releases Epstein list today?,0.6408770084381104
First wave of Jeffrey Epstein files released,https://www.youtube.com/watch?v=i9M7SlJ0L_U,Will Michael Jackson be named in Epstein files?,0.5157502889633179
First wave of Jeffrey Epstein files released,https://www.youtube.com/watch?v=i9M7SlJ0L_U,Will FBI send Pam Bondi the full Epstein files by Friday?,0.5008329153060913
First wave of Jeffrey Epstein files released,https://www.youtube.com/watch?v=i9M7SlJ0L_U,Will Prince Andrew be named in Epstein files?,0.4537256956100464
First wave of Jeffrey Epstein files released,https://www.youtube.com/watch?v=i9M7SlJ0L_U,Will Trump say 'Epstein' during the 2025 State of the Union?,0.4164426326751709
"'Critical' Epstein docs could shed light on very sinister scheme, attorney says",https://www.youtube.com/watch?v=ovBAi6g4II8,Will Henry Kissinger be named in Epstein files?,0.4729192554950714
"'Critical' Epstein docs could shed light on very sinister scheme, attorney says",https://www.youtube.com/watch?v=ovBAi6g4II8,Will Donald Trump be named in Epstein files?,0.4714156985282898
"'Critical' Epstein docs could shed light on very sinister scheme, attorney says",https://www.youtube.com/watch?v=ovBAi6g4II8,Will Kevin Spacey be named in Epstein files?,0.4682367444038391
"'Critical' Epstein docs could shed light on very sinister scheme, attorney says",https://www.youtube.com/watch?v=ovBAi6g4II8,Will David Copperfield be named in Epstein files?,0.45950737595558167
"'Critical' Epstein docs could shed light on very sinister scheme, attorney says",https://www.youtube.com/watch?v=ovBAi6g4II8,Will David Koch be named in Epstein files?,0.4415479302406311
"'Critical' Epstein docs could shed light on very sinister scheme, attorney says",https://www.youtube.com/watch?v=ovBAi6g4II8,Will Alan Dershowitz be named in Epstein files?,0.4396885633468628
"'Critical' Epstein docs could shed light on very sinister scheme, attorney says",https://www.youtube.com/watch?v=ovBAi6g4II8,Trump declassifies Epstein list in first 100 days?,0.4269271194934845
Trump holds bilateral meeting with UK PM Keir Starmer,https://www.youtube.com/watch?v=gnb8D4945D8,Will Putin meet with Trump in February?,0.5550583600997925
Trump holds bilateral meeting with UK PM Keir Starmer,https://www.youtube.com/watch?v=gnb8D4945D8,Will Trump cut Ukraine off from Starlink?,0.5208827257156372
Trump holds bilateral meeting with UK PM Keir Starmer,https://www.youtube.com/watch?v=gnb8D4945D8,Will Donald Trump say Ukraine 10+ times during his presser with Starmer on Feb 27?,0.511414647102356
Trump holds bilateral meeting with UK PM Keir Starmer,https://www.youtube.com/watch?v=gnb8D4945D8,Will Trump sanction Russia before March?,0.4975961446762085
Trump holds bilateral meeting with UK PM Keir Starmer,https://www.youtube.com/watch?v=gnb8D4945D8,Will Donald Trump say Putin 3+ times during his presser with Starmer on Feb 27?,0.4848807454109192
Trump holds bilateral meeting with UK PM Keir Starmer,https://www.youtube.com/watch?v=gnb8D4945D8,Will Trump meet with Volodymyr Zelenskyy in 2025?,0.4181296229362488
'PRETTY SICK': AG Pam Bondi teases release of Epstein files,https://www.youtube.com/watch?v=TIpagGJYPiM,Will Donald Trump be named in Epstein files?,0.6356034278869629
'PRETTY SICK': AG Pam Bondi teases release of Epstein files,https://www.youtube.com/watch?v=TIpagGJYPiM,Trump declassifies Epstein list in first 100 days?,0.5929925441741943
'PRETTY SICK': AG Pam Bondi teases release of Epstein files,https://www.youtube.com/watch?v=TIpagGJYPiM,Will Alan Dershowitz be named in Epstein files?,0.5489598512649536
'PRETTY SICK': AG Pam Bondi teases release of Epstein files,https://www.youtube.com/watch?v=TIpagGJYPiM,Will David Koch be named in Epstein files?,0.5487703680992126
'PRETTY SICK': AG Pam Bondi teases release of Epstein files,https://www.youtube.com/watch?v=TIpagGJYPiM,Will Henry Kissinger be named in Epstein files?,0.529085099697113
'PRETTY SICK': AG Pam Bondi teases release of Epstein files,https://www.youtube.com/watch?v=TIpagGJYPiM,Will Kevin Spacey be named in Epstein files?,0.5137913227081299
'PRETTY SICK': AG Pam Bondi teases release of Epstein files,https://www.youtube.com/watch?v=TIpagGJYPiM,Will David Copperfield be named in Epstein files?,0.5102269053459167
'PRETTY SICK': AG Pam Bondi teases release of Epstein files,https://www.youtube.com/watch?v=TIpagGJYPiM,Will Michael Jackson be named in Epstein files?,0.505027174949646
'PRETTY SICK': AG Pam Bondi teases release of Epstein files,https://www.youtube.com/watch?v=TIpagGJYPiM,Will Prince Andrew be named in Epstein files?,0.49392396211624146
'PRETTY SICK': AG Pam Bondi teases release of Epstein files,https://www.youtube.com/watch?v=TIpagGJYPiM,Will Alec Baldwin be named in Epstein files?,0.4818178415298462
'PRETTY SICK': AG Pam Bondi teases release of Epstein files,https://www.youtube.com/watch?v=TIpagGJYPiM,Will Tony Blair be named in Epstein files?,0.4431498646736145
'PRETTY SICK': AG Pam Bondi teases release of Epstein files,https://www.youtube.com/watch?v=TIpagGJYPiM,Will Ehud Barak be named in Epstein files?,0.4320657253265381
Trump Cabinet members react to first meeting: 'Trump understands THIS is key',https://www.youtube.com/watch?v=-X-y6yAFIas,Will Trump invite the Philadelphia Eagles to the White House?,0.4502567648887634
Karoline Leavitt: We aren't afraid to take questions from anybody,https://www.youtube.com/watch?v=kkD5lviWmOY,Will Trump Media invest in Bitcoin before March?,0.44763070344924927
Karoline Leavitt: We aren't afraid to take questions from anybody,https://www.youtube.com/watch?v=kkD5lviWmOY,Will Trump Media invest in Ethereum before March?,0.4349117577075958
Karoline Leavitt: We aren't afraid to take questions from anybody,https://www.youtube.com/watch?v=kkD5lviWmOY,Will Trump Media invest in $TRUMP before March?,0.41368985176086426
Karoline Leavitt: We aren't afraid to take questions from anybody,https://www.youtube.com/watch?v=kkD5lviWmOY,Will Donald Trump say Crypto or Bitcoin during his presser with Starmer on Feb 27?,0.4051123559474945
"Fox News Highlights - Feb. 26, 2025",https://www.youtube.com/watch?v=VzUk8rPIguA,Will Trump cut NPR funding in February?,0.45813822746276855
"Fox News Highlights - Feb. 26, 2025",https://www.youtube.com/watch?v=VzUk8rPIguA,Will Donald Trump say Pay 5+ times during his presser with Starmer on Feb 27?,0.4384600520133972
"Fox News Highlights - Feb. 26, 2025",https://www.youtube.com/watch?v=VzUk8rPIguA,Will Trump say 'DOGE' or 'Department of Government Efficiency' during the 2025 State of the Union?,0.42292845249176025
"Fox News Highlights - Feb. 26, 2025",https://www.youtube.com/watch?v=VzUk8rPIguA,Will Donald Trump say Tariff 5+ times during his presser with Starmer on Feb 27?,0.41039663553237915
"Fox News Highlights - Feb. 26, 2025",https://www.youtube.com/watch?v=VzUk8rPIguA,Lori Chavez-DeRemer confirmed as Labor Secretary?,0.40859583020210266
GREEN TO GOLD: Trump commerce secretary talks new visa plan for millionaires,https://www.youtube.com/watch?v=_xbBbakKBec,Will Trump pass a border/immigration law in first 100 days?,0.40592312812805176
Tulsi Gabbard gives exclusive glimpse of Trump's first Cabinet meeting,https://www.youtube.com/watch?v=nJWZEXUKhEE,"Will Trump say 'DEI' or 'diversity, equity, and inclusion' during the 2025 State of the Union?",0.434251606464386
Dems treated Musk's Cabinet attendance like a 'five-alarm fire': Hannity,https://www.youtube.com/watch?v=zSgeOXxJTNU,Will Trump meet with Keir Starmer in his first 100 days?,0.4137348234653473
Dems treated Musk's Cabinet attendance like a 'five-alarm fire': Hannity,https://www.youtube.com/watch?v=zSgeOXxJTNU,Will Trump meet with Volodymyr Zelenskyy in his first 100 days?,0.40184080600738525
DOGE and Trump are bringing full accountability: Watters,https://www.youtube.com/watch?v=DnokEzlQ_aA,Will Donald Trump say Elon during his presser with Starmer on Feb 27?,0.45617568492889404
DOGE and Trump are bringing full accountability: Watters,https://www.youtube.com/watch?v=DnokEzlQ_aA,Will Trump say 'Elon' or 'Musk' during the 2025 State of the Union?,0.43267005681991577
'DO YOU HAVE A PULSE?': Musk defends DOGE productivity email at Trump's first full Cabinet meeting,https://www.youtube.com/watch?v=NuTM52rJrNg,Will Trump say 'Elon' or 'Musk' during the 2025 State of the Union?,0.5132108926773071
Watters: Gavin Newsom can see this 'game' is over,https://www.youtube.com/watch?v=a11PfQgX-gc,Will Trump cut NPR funding in February?,0.46421486139297485
Watters: Gavin Newsom can see this 'game' is over,https://www.youtube.com/watch?v=a11PfQgX-gc,Will Trump Media invest in Solana before March?,0.44060224294662476
Watters: Gavin Newsom can see this 'game' is over,https://www.youtube.com/watch?v=a11PfQgX-gc,Will Trump Media invest in $TRUMP before March?,0.424662709236145
Watters: Gavin Newsom can see this 'game' is over,https://www.youtube.com/watch?v=a11PfQgX-gc,Will Trump Media invest in Ethereum before March?,0.4238048195838928
Watters: Gavin Newsom can see this 'game' is over,https://www.youtube.com/watch?v=a11PfQgX-gc,Will Trump Media invest in Bitcoin before March?,0.41070061922073364
Watters: Gavin Newsom can see this 'game' is over,https://www.youtube.com/watch?v=a11PfQgX-gc,Will Trump post 100-119 times on Truth Feb 21-28?,0.4051174223423004
Sen. Tom Cotton slams explicit NSA chats,https://www.youtube.com/watch?v=io-4LiNkKBg,Will Trump say 'China' 5+ times during the 2025 State of the Union?,0.48600587248802185
Sen. Tom Cotton slams explicit NSA chats,https://www.youtube.com/watch?v=io-4LiNkKBg,Will Trump remove tariff on China before March?,0.430246502161026
Sen. Tom Cotton slams explicit NSA chats,https://www.youtube.com/watch?v=io-4LiNkKBg,Will Trump increase tariffs on China before May?,0.423446923494339
Peter Doocy: This Cabinet meeting was a LOT different,https://www.youtube.com/watch?v=GWNmN7DEnB8,Will Trump cut NPR funding in February?,0.5472124814987183
Peter Doocy: This Cabinet meeting was a LOT different,https://www.youtube.com/watch?v=GWNmN7DEnB8,Will Trump Media invest in $TRUMP before March?,0.44843271374702454
Peter Doocy: This Cabinet meeting was a LOT different,https://www.youtube.com/watch?v=GWNmN7DEnB8,Will Donald Trump sign 28-29 executive orders in February?,0.44637781381607056
Peter Doocy: This Cabinet meeting was a LOT different,https://www.youtube.com/watch?v=GWNmN7DEnB8,Will Donald Trump sign less than 28 executive orders in February?,0.442063570022583
Peter Doocy: This Cabinet meeting was a LOT different,https://www.youtube.com/watch?v=GWNmN7DEnB8,Will Trump Media invest in Ethereum before March?,0.44166719913482666
Peter Doocy: This Cabinet meeting was a LOT different,https://www.youtube.com/watch?v=GWNmN7DEnB8,Will Donald Trump sign 30-31 executive orders in February?,0.4415794014930725
Peter Doocy: This Cabinet meeting was a LOT different,https://www.youtube.com/watch?v=GWNmN7DEnB8,Trump negative approval before April?,0.4407074451446533
Peter Doocy: This Cabinet meeting was a LOT different,https://www.youtube.com/watch?v=GWNmN7DEnB8,Will Donald Trump sign 5-9 executive orders in March?,0.436782568693161
Peter Doocy: This Cabinet meeting was a LOT different,https://www.youtube.com/watch?v=GWNmN7DEnB8,Will Donald Trump sign 32-33 executive orders in February?,0.4337499141693115
Peter Doocy: This Cabinet meeting was a LOT different,https://www.youtube.com/watch?v=GWNmN7DEnB8,Will Donald Trump sign less than 5 executive orders in March?,0.43224599957466125
Peter Doocy: This Cabinet meeting was a LOT different,https://www.youtube.com/watch?v=GWNmN7DEnB8,Will Trump cut aid to Jordan or Egypt before March?,0.42671817541122437
Peter Doocy: This Cabinet meeting was a LOT different,https://www.youtube.com/watch?v=GWNmN7DEnB8,Trump negative approval before May?,0.4250042140483856
Peter Doocy: This Cabinet meeting was a LOT different,https://www.youtube.com/watch?v=GWNmN7DEnB8,Trump negative approval before March?,0.4216448962688446
Peter Doocy: This Cabinet meeting was a LOT different,https://www.youtube.com/watch?v=GWNmN7DEnB8,Will Trump issue an executive order on February 26?,0.41821107268333435
Peter Doocy: This Cabinet meeting was a LOT different,https://www.youtube.com/watch?v=GWNmN7DEnB8,Will Trump issue an executive order on February 27?,0.4165988862514496
Peter Doocy: This Cabinet meeting was a LOT different,https://www.youtube.com/watch?v=GWNmN7DEnB8,Will Donald Trump sign 34 or more executive orders in February?,0.4147038459777832
Peter Doocy: This Cabinet meeting was a LOT different,https://www.youtube.com/watch?v=GWNmN7DEnB8,Will Trump Media invest in Bitcoin before March?,0.4125310480594635
Peter Doocy: This Cabinet meeting was a LOT different,https://www.youtube.com/watch?v=GWNmN7DEnB8,Will Trump Media invest in Solana before March?,0.4109438955783844
Peter Doocy: This Cabinet meeting was a LOT different,https://www.youtube.com/watch?v=GWNmN7DEnB8,Will Trump remove tariff on China before March?,0.40685319900512695
Peter Doocy: This Cabinet meeting was a LOT different,https://www.youtube.com/watch?v=GWNmN7DEnB8,Will Trump meet with Keir Starmer in his first 100 days?,0.4023694097995758
"DOGE refund checks for Americans could happen, says senator",https://www.youtube.com/watch?v=YPElVp5mu2s,Will Trump issue an executive order on February 26?,0.493215948343277
"DOGE refund checks for Americans could happen, says senator",https://www.youtube.com/watch?v=YPElVp5mu2s,Will Trump cut NPR funding in February?,0.48301687836647034
"DOGE refund checks for Americans could happen, says senator",https://www.youtube.com/watch?v=YPElVp5mu2s,Will Trump issue an executive order on February 27?,0.48298048973083496
"DOGE refund checks for Americans could happen, says senator",https://www.youtube.com/watch?v=YPElVp5mu2s,Will Donald Trump sign 28-29 executive orders in February?,0.45021364092826843
"DOGE refund checks for Americans could happen, says senator",https://www.youtube.com/watch?v=YPElVp5mu2s,Will Trump invite the Philadelphia Eagles to the White House?,0.4419693052768707
"DOGE refund checks for Americans could happen, says senator",https://www.youtube.com/watch?v=YPElVp5mu2s,Will Donald Trump sign 30-31 executive orders in February?,0.43812790513038635
"DOGE refund checks for Americans could happen, says senator",https://www.youtube.com/watch?v=YPElVp5mu2s,Will Donald Trump sign 34 or more executive orders in February?,0.435193806886673
"DOGE refund checks for Americans could happen, says senator",https://www.youtube.com/watch?v=YPElVp5mu2s,Will Trump say 'term limit' during the 2025 State of the Union?,0.432877779006958
"DOGE refund checks for Americans could happen, says senator",https://www.youtube.com/watch?v=YPElVp5mu2s,Will Donald Trump sign less than 28 executive orders in February?,0.42640382051467896
"DOGE refund checks for Americans could happen, says senator",https://www.youtube.com/watch?v=YPElVp5mu2s,Will Donald Trump sign 32-33 executive orders in February?,0.42548537254333496
"DOGE refund checks for Americans could happen, says senator",https://www.youtube.com/watch?v=YPElVp5mu2s,Will Donald Trump sign 5-9 executive orders in March?,0.4215397238731384
"DOGE refund checks for Americans could happen, says senator",https://www.youtube.com/watch?v=YPElVp5mu2s,Will Trump pass a border/immigration law in first 100 days?,0.4189593195915222
"DOGE refund checks for Americans could happen, says senator",https://www.youtube.com/watch?v=YPElVp5mu2s,Will Trump increase tariffs on China before May?,0.417032390832901
"DOGE refund checks for Americans could happen, says senator",https://www.youtube.com/watch?v=YPElVp5mu2s,Will Donald Trump sign less than 5 executive orders in March?,0.41457393765449524
"DOGE refund checks for Americans could happen, says senator",https://www.youtube.com/watch?v=YPElVp5mu2s,Will Trump say 'crypto' or 'Bitcoin' during the 2025 State of the Union?,0.4110393524169922
"DOGE refund checks for Americans could happen, says senator",https://www.youtube.com/watch?v=YPElVp5mu2s,Will Trump meet with Volodymyr Zelenskyy in 2025?,0.4098457396030426
"DOGE refund checks for Americans could happen, says senator",https://www.youtube.com/watch?v=YPElVp5mu2s,Will Trump cut aid to Jordan or Egypt before March?,0.4096625745296478
"DOGE refund checks for Americans could happen, says senator",https://www.youtube.com/watch?v=YPElVp5mu2s,Will Trump say 'mandate' 5+ times times during the 2025 State of the Union?,0.40608519315719604
"DOGE refund checks for Americans could happen, says senator",https://www.youtube.com/watch?v=YPElVp5mu2s,Will Trump meet with Zelenskyy before July?,0.40107259154319763
Elon Musk takes questions at Trump's first Cabinet meeting: 'This is just common sense',https://www.youtube.com/watch?v=ihAT_C7soOA,Will Trump say 'Elon' or 'Musk' during the 2025 State of the Union?,0.49450501799583435
Elon Musk takes questions at Trump's first Cabinet meeting: 'This is just common sense',https://www.youtube.com/watch?v=ihAT_C7soOA,Will Trump cut NPR funding in February?,0.47845327854156494
Elon Musk takes questions at Trump's first Cabinet meeting: 'This is just common sense',https://www.youtube.com/watch?v=ihAT_C7soOA,Will Trump Media invest in Ethereum before March?,0.4263688325881958
Elon Musk takes questions at Trump's first Cabinet meeting: 'This is just common sense',https://www.youtube.com/watch?v=ihAT_C7soOA,Will Trump Media invest in $TRUMP before March?,0.41589006781578064
Elon Musk takes questions at Trump's first Cabinet meeting: 'This is just common sense',https://www.youtube.com/watch?v=ihAT_C7soOA,Will Trump Media invest in Bitcoin before March?,0.4078834056854248
'CROSSED A LINE': Homan sends fiery message to anti-ICE activists,https://www.youtube.com/watch?v=0VrQiCnCpgM,Will Trump remove tariff on Mexico before March?,0.5156208872795105
'CROSSED A LINE': Homan sends fiery message to anti-ICE activists,https://www.youtube.com/watch?v=0VrQiCnCpgM,Trump tariffs on Mexico in effect by May 1?,0.4857071340084076
'CROSSED A LINE': Homan sends fiery message to anti-ICE activists,https://www.youtube.com/watch?v=0VrQiCnCpgM,Will Trump say 'Mexico' 5+ times during the 2025 State of the Union?,0.48038989305496216
Karoline Leavitt unveils new 'shakeup' at White House: 'Long overdue',https://www.youtube.com/watch?v=YM84OtTIULE,Will Putin meet with Trump in February?,0.521386981010437
Karoline Leavitt unveils new 'shakeup' at White House: 'Long overdue',https://www.youtube.com/watch?v=YM84OtTIULE,Will Trump meet with Keir Starmer in his first 100 days?,0.48614946007728577
Karoline Leavitt unveils new 'shakeup' at White House: 'Long overdue',https://www.youtube.com/watch?v=YM84OtTIULE,Will Trump meet with Zelenskyy before July?,0.48256105184555054
Karoline Leavitt unveils new 'shakeup' at White House: 'Long overdue',https://www.youtube.com/watch?v=YM84OtTIULE,Will Trump sanction Russia before March?,0.4813714325428009
Karoline Leavitt unveils new 'shakeup' at White House: 'Long overdue',https://www.youtube.com/watch?v=YM84OtTIULE,Will Trump cut Ukraine off from Starlink?,0.4767994284629822
Karoline Leavitt unveils new 'shakeup' at White House: 'Long overdue',https://www.youtube.com/watch?v=YM84OtTIULE,Will Trump meet with Volodymyr Zelenskyy in his first 100 days?,0.47635966539382935
Karoline Leavitt unveils new 'shakeup' at White House: 'Long overdue',https://www.youtube.com/watch?v=YM84OtTIULE,Will Trump Media invest in $TRUMP before March?,0.47013944387435913
Karoline Leavitt unveils new 'shakeup' at White House: 'Long overdue',https://www.youtube.com/watch?v=YM84OtTIULE,Will Trump invite the Philadelphia Eagles to the White House?,0.46913644671440125
Karoline Leavitt unveils new 'shakeup' at White House: 'Long overdue',https://www.youtube.com/watch?v=YM84OtTIULE,Will Trump Media invest in Ethereum before March?,0.4685550928115845
Karoline Leavitt unveils new 'shakeup' at White House: 'Long overdue',https://www.youtube.com/watch?v=YM84OtTIULE,Will Trump meet with Volodymyr Zelenskyy in 2025?,0.46103575825691223
Karoline Leavitt unveils new 'shakeup' at White House: 'Long overdue',https://www.youtube.com/watch?v=YM84OtTIULE,Will Trump cut NPR funding in February?,0.4570560157299042
Karoline Leavitt unveils new 'shakeup' at White House: 'Long overdue',https://www.youtube.com/watch?v=YM84OtTIULE,Will Trump say 'Elon' or 'Musk' during the 2025 State of the Union?,0.4537322521209717
Karoline Leavitt unveils new 'shakeup' at White House: 'Long overdue',https://www.youtube.com/watch?v=YM84OtTIULE,Will Trump meet with Keir Starmer in 2025?,0.4491528272628784
Karoline Leavitt unveils new 'shakeup' at White House: 'Long overdue',https://www.youtube.com/watch?v=YM84OtTIULE,Will Donald Trump sign 5-9 executive orders in March?,0.44373369216918945
Karoline Leavitt unveils new 'shakeup' at White House: 'Long overdue',https://www.youtube.com/watch?v=YM84OtTIULE,Will Donald Trump sign 28-29 executive orders in February?,0.4378063678741455
Karoline Leavitt unveils new 'shakeup' at White House: 'Long overdue',https://www.youtube.com/watch?v=YM84OtTIULE,Will Donald Trump sign less than 5 executive orders in March?,0.4299781918525696
Karoline Leavitt unveils new 'shakeup' at White House: 'Long overdue',https://www.youtube.com/watch?v=YM84OtTIULE,Will Donald Trump sign 30-31 executive orders in February?,0.4295852780342102
Karoline Leavitt unveils new 'shakeup' at White House: 'Long overdue',https://www.youtube.com/watch?v=YM84OtTIULE,Will Donald Trump sign less than 28 executive orders in February?,0.42855721712112427
Karoline Leavitt unveils new 'shakeup' at White House: 'Long overdue',https://www.youtube.com/watch?v=YM84OtTIULE,Will Donald Trump sign 32-33 executive orders in February?,0.4216926693916321
Karoline Leavitt unveils new 'shakeup' at White House: 'Long overdue',https://www.youtube.com/watch?v=YM84OtTIULE,Will Trump cut aid to Jordan or Egypt before March?,0.4214479923248291
Karoline Leavitt unveils new 'shakeup' at White House: 'Long overdue',https://www.youtube.com/watch?v=YM84OtTIULE,Will Trump Media invest in Solana before March?,0.4203879237174988
Karoline Leavitt unveils new 'shakeup' at White House: 'Long overdue',https://www.youtube.com/watch?v=YM84OtTIULE,Will Trump Media invest in Bitcoin before March?,0.4138479232788086
Karoline Leavitt unveils new 'shakeup' at White House: 'Long overdue',https://www.youtube.com/watch?v=YM84OtTIULE,Will Trump issue an executive order on February 26?,0.40871092677116394
Karoline Leavitt unveils new 'shakeup' at White House: 'Long overdue',https://www.youtube.com/watch?v=YM84OtTIULE,Will Donald Trump sign 34 or more executive orders in February?,0.4036749005317688
Karoline Leavitt unveils new 'shakeup' at White House: 'Long overdue',https://www.youtube.com/watch?v=YM84OtTIULE,Will Trump issue an executive order on February 27?,0.4023624062538147
Ukraine's Zelenskyy to sign mineral deal during Trump White House visit,https://www.youtube.com/watch?v=hrnTp1Pkl-I,Will Trump meet with Zelenskyy before July?,0.7071220278739929
