title,url,matching_questions,similarity,yes_price,change_1d,change_3d,change_5d,upload_date
BREAKING: Trump inauguration moved inside due to extreme cold,https://www.youtube.com/watch?v=whkrDyPlw9Q,Will Trump's inaugural address be 18-20 minutes?,0.6050400733947754,0.23,-1,-1,-1,2025-01-17T18:45:01Z
Bombshell report details how Schumer pushed Biden out,https://www.youtube.com/watch?v=amclsJ3ocdM,Will Joe Biden attend presidential inauguration?,0.6129989624023438,0.99,-1,-1,-1,2025-01-17T15:00:03Z
The Five: Trumps AG pick smacks down Adam Schiff,https://www.youtube.com/watch?v=NXZ-0lrHqb4,Seven Trump Cabinet confirmations in January?,0.6138436794281006,0.11,-1,-1,1,2025-01-17T00:15:02Z
The Five: Trumps AG pick smacks down Adam Schiff,https://www.youtube.com/watch?v=NXZ-0lrHqb4,Five Trump Cabinet confirmations in January?,0.613593339920044,0.14,1,1,-1,2025-01-17T00:15:02Z
The Five: Trumps AG pick smacks down Adam Schiff,https://www.youtube.com/watch?v=NXZ-0lrHqb4,Eight Trump Cabinet confirmations in January?,0.6118253469467163,0.1,-1,-1,1,2025-01-17T00:15:02Z
The Five: Trumps AG pick smacks down Adam Schiff,https://www.youtube.com/watch?v=NXZ-0lrHqb4,Two Trump Cabinet confirmations in January?,0.6078466773033142,0.013,-1,1,-1,2025-01-17T00:15:02Z
The Five: Trumps AG pick smacks down Adam Schiff,https://www.youtube.com/watch?v=NXZ-0lrHqb4,Four Trump Cabinet confirmations in January?,0.607563853263855,0.12,1,1,-1,2025-01-17T00:15:02Z
The Five: Trumps AG pick smacks down Adam Schiff,https://www.youtube.com/watch?v=NXZ-0lrHqb4,Three Trump Cabinet confirmations in January?,0.6067017316818237,0.033,-1,-1,-1,2025-01-17T00:15:02Z
The Five: Trumps AG pick smacks down Adam Schiff,https://www.youtube.com/watch?v=NXZ-0lrHqb4,Nine Trump Cabinet confirmations in January?,0.600167989730835,0.16,-1,-1,-1,2025-01-17T00:15:02Z
'This is just wrong': Michelle Obama under fire for skipping Trump inauguration,https://www.youtube.com/watch?v=xTtuMEbvXNw,Will Michelle Obama attend presidential inauguration?,0.7201952338218689,0.019,-1,-1,1,2025-01-16T22:45:03Z
Laura Ingraham: This reminds us of why the Democrats lost in 2024,https://www.youtube.com/watch?v=-xPAppRunbA,Pam Bondi confirmed as Attorney General?,0.7199738025665283,0.9775,-1,-1,-1,2025-01-16T20:30:00Z
Laura Ingraham: This reminds us of why the Democrats lost in 2024,https://www.youtube.com/watch?v=-xPAppRunbA,Will Pam Bondi be Trump's Attorney General?,0.6495096683502197,0.9655,1,-1,1,2025-01-16T20:30:00Z
Gov. DeSantis announces who will fill Rubio's Senate seat,https://www.youtube.com/watch?v=sHyM3jMJaTU,Will Marco Rubio be a member of the Trump administration?,0.655430793762207,0.985,-1,-1,1,2025-01-16T16:02:15Z
Gov. DeSantis announces who will fill Rubio's Senate seat,https://www.youtube.com/watch?v=sHyM3jMJaTU,Marco Rubio confirmed as Secretary of State?,0.6492162942886353,0.978,1,0,1,2025-01-16T16:02:15Z
"Fox News Highlights - Jan. 15, 2025",https://www.youtube.com/watch?v=9KCG_oHXNqw,Pam Bondi confirmed as Attorney General?,0.6875989437103271,0.9775,-1,-1,-1,2025-01-16T12:00:17Z
"Fox News Highlights - Jan. 15, 2025",https://www.youtube.com/watch?v=9KCG_oHXNqw,Will Pam Bondi be Trump's Attorney General?,0.650458574295044,0.9655,1,-1,1,2025-01-16T12:00:17Z
Sen. Mike Lee: Adam Schiff's 'tricks' won't work anymore,https://www.youtube.com/watch?v=bP7flHNXCOQ,Will Mike Lee be Trump's Attorney General?,0.6121835708618164,0.002,0,1,1,2025-01-16T06:00:18Z
"Pam Bondi 'knocking this out of the park,' says legal analyst",https://www.youtube.com/watch?v=kBOXMJUWPlo,Pam Bondi confirmed as Attorney General?,0.6828102469444275,0.969,1,0,-1,2025-01-15T22:15:02Z
"Pam Bondi 'knocking this out of the park,' says legal analyst",https://www.youtube.com/watch?v=kBOXMJUWPlo,Will Pam Bondi be Trump's Attorney General?,0.6301918029785156,0.966,-1,1,-1,2025-01-15T22:15:02Z
Lawrence Jones: The Dems werent prepared for these answers,https://www.youtube.com/watch?v=6f_paxgBnoA,One Trump Cabinet confirmation in January?,0.6138385534286499,0.0155,0,-1,-1,2025-01-15T20:45:00Z
Lawrence Jones: The Dems werent prepared for these answers,https://www.youtube.com/watch?v=6f_paxgBnoA,Seven Trump Cabinet confirmations in January?,0.6081721186637878,0.135,1,-1,-1,2025-01-15T20:45:00Z
Lawrence Jones: The Dems werent prepared for these answers,https://www.youtube.com/watch?v=6f_paxgBnoA,Four Trump Cabinet confirmations in January?,0.6061336398124695,0.05,-1,1,1,2025-01-15T20:45:00Z
Lawrence Jones: The Dems werent prepared for these answers,https://www.youtube.com/watch?v=6f_paxgBnoA,Five Trump Cabinet confirmations in January?,0.6019506454467773,0.145,-1,1,0,2025-01-15T20:45:00Z
Lawrence Jones: The Dems werent prepared for these answers,https://www.youtube.com/watch?v=6f_paxgBnoA,Three Trump Cabinet confirmations in January?,0.6017627716064453,0.0355,1,-1,-1,2025-01-15T20:45:00Z
Lawrence Jones: The Dems werent prepared for these answers,https://www.youtube.com/watch?v=6f_paxgBnoA,Two Trump Cabinet confirmations in January?,0.6009640693664551,0.0165,-1,-1,1,2025-01-15T20:45:00Z
Lawrence Jones: The Dems werent prepared for these answers,https://www.youtube.com/watch?v=6f_paxgBnoA,Nine Trump Cabinet confirmations in January?,0.6004449725151062,0.13,1,-1,-1,2025-01-15T20:45:00Z
Newt Gingrich: Michelle Obama represents the wing of the party that rejects reality,https://www.youtube.com/watch?v=aket0a6ELeo,Will Michelle Obama attend presidential inauguration?,0.7075855135917664,0.0185,1,1,1,2025-01-15T09:30:03Z
Newt Gingrich: Michelle Obama represents the wing of the party that rejects reality,https://www.youtube.com/watch?v=aket0a6ELeo,Will Kamala Harris attend presidential inauguration?,0.7037025690078735,0.985,-1,-1,-1,2025-01-15T09:30:03Z
Newt Gingrich: Michelle Obama represents the wing of the party that rejects reality,https://www.youtube.com/watch?v=aket0a6ELeo,Will Hillary Clinton attend presidential inauguration?,0.6083012223243713,0.977,1,-1,-1,2025-01-15T09:30:03Z
Newt Gingrich: Michelle Obama represents the wing of the party that rejects reality,https://www.youtube.com/watch?v=aket0a6ELeo,Will Nancy Pelosi attend presidential inauguration?,0.6060354709625244,0.77,-1,-1,-1,2025-01-15T09:30:03Z
Sean Hannity: The very first confirmation hearing of the new Trump era is in the books,https://www.youtube.com/watch?v=mLWzZ-eEUAY,Pete Hegseth confirmed as Secretary of Defense?,0.6604892015457153,0.885,1,1,1,2025-01-15T03:45:04Z
Sean Hannity: The very first confirmation hearing of the new Trump era is in the books,https://www.youtube.com/watch?v=mLWzZ-eEUAY,Will Mitch McConnell vote to confirm Pete Hegseth as Secretary of Defense?,0.6560249328613281,0.815,0,-1,-1,2025-01-15T03:45:04Z
Sean Hannity: The very first confirmation hearing of the new Trump era is in the books,https://www.youtube.com/watch?v=mLWzZ-eEUAY,Will Pete Hegseth be Trump's Defense Secretary?,0.6505554914474487,0.88,1,1,1,2025-01-15T03:45:04Z
Sean Hannity: The very first confirmation hearing of the new Trump era is in the books,https://www.youtube.com/watch?v=mLWzZ-eEUAY,Will Susan Collins vote to confirm Pete Hegseth as Secretary of Defense?,0.6142948269844055,0.495,1,1,1,2025-01-15T03:45:04Z
Sean Hannity: The very first confirmation hearing of the new Trump era is in the books,https://www.youtube.com/watch?v=mLWzZ-eEUAY,Will John Fetterman vote to confirm Pete Hegseth as Secretary of Defense?,0.6058329939842224,0.35,-1,1,1,2025-01-15T03:45:04Z
Jesse Watters: Dems underestimated Hegseth,https://www.youtube.com/watch?v=W7j7TCJ1h-s,Pete Hegseth confirmed as Secretary of Defense?,0.7159324884414673,0.885,1,1,1,2025-01-15T02:15:01Z
Jesse Watters: Dems underestimated Hegseth,https://www.youtube.com/watch?v=W7j7TCJ1h-s,Will Pete Hegseth be Trump's Defense Secretary?,0.6438508033752441,0.88,1,1,1,2025-01-15T02:15:01Z
Jesse Watters: Dems underestimated Hegseth,https://www.youtube.com/watch?v=W7j7TCJ1h-s,Will John Curtis vote to confirm Pete Hegseth as Secretary of Defense?,0.626848042011261,0.695,-1,1,1,2025-01-15T02:15:01Z
Jesse Watters: Dems underestimated Hegseth,https://www.youtube.com/watch?v=W7j7TCJ1h-s,Will Susan Collins vote to confirm Pete Hegseth as Secretary of Defense?,0.6132447719573975,0.495,1,1,1,2025-01-15T02:15:01Z
Jesse Watters: Dems underestimated Hegseth,https://www.youtube.com/watch?v=W7j7TCJ1h-s,Will Mitch McConnell vote to confirm Pete Hegseth as Secretary of Defense?,0.6103775501251221,0.815,0,-1,-1,2025-01-15T02:15:01Z
'Nailed it': GOP senator believes Hegseth 'without question' will be the next SecDef,https://www.youtube.com/watch?v=FlVVen5w7Gc,Pete Hegseth confirmed as Secretary of Defense?,0.7345134615898132,0.885,1,1,1,2025-01-15T01:30:12Z
'Nailed it': GOP senator believes Hegseth 'without question' will be the next SecDef,https://www.youtube.com/watch?v=FlVVen5w7Gc,Will Pete Hegseth be Trump's Defense Secretary?,0.7203752994537354,0.88,1,1,1,2025-01-15T01:30:12Z
'Nailed it': GOP senator believes Hegseth 'without question' will be the next SecDef,https://www.youtube.com/watch?v=FlVVen5w7Gc,Will John Fetterman vote to confirm Pete Hegseth as Secretary of Defense?,0.6953389048576355,0.35,-1,1,1,2025-01-15T01:30:12Z
'Nailed it': GOP senator believes Hegseth 'without question' will be the next SecDef,https://www.youtube.com/watch?v=FlVVen5w7Gc,Will Mitch McConnell vote to confirm Pete Hegseth as Secretary of Defense?,0.6854082345962524,0.815,0,-1,-1,2025-01-15T01:30:12Z
'Nailed it': GOP senator believes Hegseth 'without question' will be the next SecDef,https://www.youtube.com/watch?v=FlVVen5w7Gc,Will Susan Collins vote to confirm Pete Hegseth as Secretary of Defense?,0.6840834021568298,0.495,1,1,1,2025-01-15T01:30:12Z
'Nailed it': GOP senator believes Hegseth 'without question' will be the next SecDef,https://www.youtube.com/watch?v=FlVVen5w7Gc,Will John Curtis vote to confirm Pete Hegseth as Secretary of Defense?,0.6764353513717651,0.695,-1,1,1,2025-01-15T01:30:12Z
'Nailed it': GOP senator believes Hegseth 'without question' will be the next SecDef,https://www.youtube.com/watch?v=FlVVen5w7Gc,Will Lisa Murkowski vote to confirm Pete Hegseth as Secretary of Defense?,0.6478921175003052,0.385,-1,1,1,2025-01-15T01:30:12Z
'Nailed it': GOP senator believes Hegseth 'without question' will be the next SecDef,https://www.youtube.com/watch?v=FlVVen5w7Gc,Will Mike Rogers be Trump's Defense Secretary?,0.6095870733261108,0.005,0,1,-1,2025-01-15T01:30:12Z
'Nailed it': GOP senator believes Hegseth 'without question' will be the next SecDef,https://www.youtube.com/watch?v=FlVVen5w7Gc,Will Tom Cotton be Trump's Defense Secretary?,0.6026010513305664,0.0075,-1,-1,-1,2025-01-15T01:30:12Z
The Five reacts to contentious Hegseth confirmation hearing,https://www.youtube.com/watch?v=NvRfNjoX5as,Will Pete Hegseth be Trump's Defense Secretary?,0.8139287233352661,0.84,1,1,1,2025-01-14T22:45:00Z
The Five reacts to contentious Hegseth confirmation hearing,https://www.youtube.com/watch?v=NvRfNjoX5as,Pete Hegseth confirmed as Secretary of Defense?,0.7706478238105774,0.825,1,1,1,2025-01-14T22:45:00Z
The Five reacts to contentious Hegseth confirmation hearing,https://www.youtube.com/watch?v=NvRfNjoX5as,Will Mike Rogers be Trump's Defense Secretary?,0.6375280618667603,0.006,-1,-1,-1,2025-01-14T22:45:00Z
The Five reacts to contentious Hegseth confirmation hearing,https://www.youtube.com/watch?v=NvRfNjoX5as,Will Ron DeSantis be Trump's Defense Secretary?,0.6283413171768188,0.085,-1,-1,-1,2025-01-14T22:45:00Z
WATCH: Hecklers removed from Pete Hegseth's confirmation hearing,https://www.youtube.com/watch?v=1IujRoVGiJk,Will Robert O'Brien be Trump's Defense Secretary?,0.6271839141845703,0.003,1,-1,1,2025-01-14T15:30:02Z
WATCH: Hecklers removed from Pete Hegseth's confirmation hearing,https://www.youtube.com/watch?v=1IujRoVGiJk,Will Christopher Miller be Trump's Defense Secretary?,0.6257150769233704,0.0065,-1,-1,-1,2025-01-14T15:30:02Z
WATCH: Hecklers removed from Pete Hegseth's confirmation hearing,https://www.youtube.com/watch?v=1IujRoVGiJk,Will Mike Rogers be Trump's Defense Secretary?,0.6250759363174438,0.006,-1,-1,-1,2025-01-14T15:30:02Z
WATCH: Hecklers removed from Pete Hegseth's confirmation hearing,https://www.youtube.com/watch?v=1IujRoVGiJk,Will Mike Pompeo be Trump's Defense Secretary?,0.615382194519043,0.0035,1,-1,1,2025-01-14T15:30:02Z
WATCH: Hecklers removed from Pete Hegseth's confirmation hearing,https://www.youtube.com/watch?v=1IujRoVGiJk,Will Mike Gallagher be Trump's Defense Secretary?,0.6084666848182678,0.0185,1,-1,-1,2025-01-14T15:30:02Z
WATCH: Hecklers removed from Pete Hegseth's confirmation hearing,https://www.youtube.com/watch?v=1IujRoVGiJk,Will Ron DeSantis be Trump's Defense Secretary?,0.6002292633056641,0.085,-1,-1,-1,2025-01-14T15:30:02Z
Schumer reportedly directed Dems to pressure Trump nominees: 'SHAMEFUL',https://www.youtube.com/watch?v=7jD5B4aUyA4,Will Pete Hegseth be Trump's Defense Secretary?,0.8205655813217163,0.84,1,1,1,2025-01-14T14:45:00Z
Schumer reportedly directed Dems to pressure Trump nominees: 'SHAMEFUL',https://www.youtube.com/watch?v=7jD5B4aUyA4,Pete Hegseth confirmed as Secretary of Defense?,0.7725009918212891,0.825,1,1,1,2025-01-14T14:45:00Z
Schumer reportedly directed Dems to pressure Trump nominees: 'SHAMEFUL',https://www.youtube.com/watch?v=7jD5B4aUyA4,Will Mike Rogers be Trump's Defense Secretary?,0.6927652359008789,0.006,-1,-1,-1,2025-01-14T14:45:00Z
Schumer reportedly directed Dems to pressure Trump nominees: 'SHAMEFUL',https://www.youtube.com/watch?v=7jD5B4aUyA4,Will Robert O'Brien be Trump's Defense Secretary?,0.6407257318496704,0.003,1,-1,1,2025-01-14T14:45:00Z
Schumer reportedly directed Dems to pressure Trump nominees: 'SHAMEFUL',https://www.youtube.com/watch?v=7jD5B4aUyA4,Will Thomas Massie be Trump's Defense Secretary?,0.6405065059661865,0.0065,-1,-1,-1,2025-01-14T14:45:00Z
Schumer reportedly directed Dems to pressure Trump nominees: 'SHAMEFUL',https://www.youtube.com/watch?v=7jD5B4aUyA4,Will Tom Cotton be Trump's Defense Secretary?,0.6370526552200317,0.0055,1,-1,-1,2025-01-14T14:45:00Z
Schumer reportedly directed Dems to pressure Trump nominees: 'SHAMEFUL',https://www.youtube.com/watch?v=7jD5B4aUyA4,Will Ron DeSantis be Trump's Defense Secretary?,0.6308100819587708,0.085,-1,-1,-1,2025-01-14T14:45:00Z
Schumer reportedly directed Dems to pressure Trump nominees: 'SHAMEFUL',https://www.youtube.com/watch?v=7jD5B4aUyA4,Will Joni Ernst be Trump's Defense Secretary?,0.6281338930130005,0.007,-1,-1,-1,2025-01-14T14:45:00Z
Schumer reportedly directed Dems to pressure Trump nominees: 'SHAMEFUL',https://www.youtube.com/watch?v=7jD5B4aUyA4,Will Christopher Miller be Trump's Defense Secretary?,0.6172851324081421,0.0065,-1,-1,-1,2025-01-14T14:45:00Z
Schumer reportedly directed Dems to pressure Trump nominees: 'SHAMEFUL',https://www.youtube.com/watch?v=7jD5B4aUyA4,Will Mike Pompeo be Trump's Defense Secretary?,0.6084452867507935,0.0035,1,-1,1,2025-01-14T14:45:00Z
JD Vance TORCHES Biden for leaving 'dumpster fire' for incoming Trump admin,https://www.youtube.com/watch?v=1sEz2aNHrkU,Will Biden pardon Trump?,0.7225836515426636,0.0205,0,-1,1,2025-01-13T17:00:03Z
JD Vance TORCHES Biden for leaving 'dumpster fire' for incoming Trump admin,https://www.youtube.com/watch?v=1sEz2aNHrkU,Will Biden issue more pardons than Trump?,0.7190815806388855,0.555,-1,-1,-1,2025-01-13T17:00:03Z
JD Vance TORCHES Biden for leaving 'dumpster fire' for incoming Trump admin,https://www.youtube.com/watch?v=1sEz2aNHrkU,Will Joe Biden attend presidential inauguration?,0.6223845481872559,0.9865,1,-1,-1,2025-01-13T17:00:03Z
"ALL BLAZE, NO GLORY: Biden takes heat over flurry of last-minute policy moves",https://www.youtube.com/watch?v=YWOrOmAIRS0,Will Joe Biden attend presidential inauguration?,0.6215608716011047,0.9865,1,-1,-1,2025-01-13T10:00:29Z
'TOOK MY BREATH AWAY': Trump NYC sentencing skewered by legal experts,https://www.youtube.com/watch?v=Kvmopxgx0B8,Will Jay Clayton be Trump's Attorney General?,0.6260029077529907,0.0025,0,0,0,2025-01-10T16:00:14Z
'TOOK MY BREATH AWAY': Trump NYC sentencing skewered by legal experts,https://www.youtube.com/watch?v=Kvmopxgx0B8,Will Todd Blanche be Trump's Attorney General?,0.6139215230941772,0.0065,0,0,0,2025-01-10T16:00:14Z
'TOOK MY BREATH AWAY': Trump NYC sentencing skewered by legal experts,https://www.youtube.com/watch?v=Kvmopxgx0B8,Will Matthew Whitaker be Trump's Attorney General?,0.6112967133522034,0.0035,0,-1,0,2025-01-10T16:00:14Z
SCOTUS declines to stop Trumps sentencing,https://www.youtube.com/watch?v=WjpPUBxVpM8,Will Trump appeal his hush money conviction?,0.6436228156089783,0.887,1,1,1,2025-01-10T01:15:26Z
"Judge Merchan is 'desperate' to sentence Trump, Katie Cherkasky argues",https://www.youtube.com/watch?v=0pHUAiroHUs,Trump's January 10 sentencing pushed back?,0.6072633266448975,0.215,-1,-1,-1,2025-01-09T12:45:00Z
Expert calls to shut down Bidens woke nonsense in fiery interview,https://www.youtube.com/watch?v=ZXedN4IK1kg,Will Trump withdraw from Paris climate agreement in first 100 days?,0.6216963529586792,0.85,0,-1,-1,2025-01-05T09:30:12Z
Former national security adviser warns ISIS is 'on the rise',https://www.youtube.com/watch?v=uuO9NcySck0,Will Robert O'Brien be Trump's Defense Secretary?,0.6198719143867493,0.0025,1,1,0,2025-01-05T04:30:34Z
This was lawfare against Trump: Jonathan Turley,https://www.youtube.com/watch?v=MIGnczybegs,Trump sentenced to prison in NY case before inauguration?,0.687620997428894,0.021,-1,-1,-1,2025-01-04T16:15:01Z
"Judge denies Trump bid to dismiss conviction, schedules sentencing before Inauguration Day",https://www.youtube.com/watch?v=QrzTRmVrQzo,Trump sentenced to prison in NY case before inauguration?,0.7448927760124207,0.01,1,1,1,2025-01-03T21:45:00Z
'The Five' calls out Biden for 'wallowing in self-pity',https://www.youtube.com/watch?v=uyRj5ZRgRA4,Will Joe Biden attend presidential inauguration?,0.6489078998565674,0.956,1,1,1,2024-12-31T00:00:44Z
'WARNING SHOT': Trump team puts sanctuary leaders on notice,https://www.youtube.com/watch?v=rT1eqJp2F7k,Trump deportation executive order on Day 1?,0.6541032791137695,0.78,-1,-1,-1,2024-12-30T22:00:36Z
'WARNING SHOT': Trump team puts sanctuary leaders on notice,https://www.youtube.com/watch?v=rT1eqJp2F7k,Trump deportation executive order in first 100 days?,0.6097908020019531,0.935,0,1,1,2024-12-30T22:00:36Z
SPEAKER FIGHT: Trump 'strongly encouraged' to step in to avoid election certification delay,https://www.youtube.com/watch?v=6_bU2n34-80,Will Trump be Speaker by January 1?,0.6143567562103271,0.0025,-1,-1,-1,2024-12-30T03:30:03Z
Kayleigh McEnany: Trump has big plans on Day 1,https://www.youtube.com/watch?v=rZRz7RJidGM,Trump deportation executive order on Day 1?,0.692074179649353,0.755,1,1,1,2024-12-27T18:00:38Z
Kayleigh McEnany: Trump has big plans on Day 1,https://www.youtube.com/watch?v=rZRz7RJidGM,Trump deportation executive order in first 100 days?,0.6583911180496216,0.89,1,1,1,2024-12-27T18:00:38Z
Pompeo issues warning about Iranian nuclear threat: 'Make sure this never happens',https://www.youtube.com/watch?v=_3pLOCYeIMw,Will Mike Pompeo be Trump's Defense Secretary?,0.6606972217559814,0.003,-1,1,1,2024-12-26T20:30:05Z
'The Five' roasts AOC's 'spiral',https://www.youtube.com/watch?v=eF1gpAL07uY,Will Elon Musk be a member of the Trump administration?,0.6194086670875549,0.135,-1,-1,-1,2024-12-24T02:00:21Z
'GET BEHIND IT': Republicans urged to end Dems' 'last tool' to obstruct Trump agenda,https://www.youtube.com/watch?v=10RgCdl7yN0,One Trump Cabinet confirmation in January?,0.6057748794555664,0.0135,-1,-1,-1,2024-12-22T22:45:00Z
'GET BEHIND IT': Republicans urged to end Dems' 'last tool' to obstruct Trump agenda,https://www.youtube.com/watch?v=10RgCdl7yN0,Nine Trump Cabinet confirmations in January?,0.6052095890045166,0.06,1,1,1,2024-12-22T22:45:00Z
'GET BEHIND IT': Republicans urged to end Dems' 'last tool' to obstruct Trump agenda,https://www.youtube.com/watch?v=10RgCdl7yN0,No Trump Cabinet confirmations in January?,0.602190375328064,0.012,-1,-1,-1,2024-12-22T22:45:00Z
'GET BEHIND IT': Republicans urged to end Dems' 'last tool' to obstruct Trump agenda,https://www.youtube.com/watch?v=10RgCdl7yN0,Five Trump Cabinet confirmations in January?,0.6017086505889893,0.23,-1,-1,-1,2024-12-22T22:45:00Z
Did Congress just want to get home for the holidays?,https://www.youtube.com/watch?v=u4Q7UN5-3FY,Debt ceiling abolished before Trump inauguration?,0.6290427446365356,0.0365,1,-1,-1,2024-12-21T05:15:06Z
Speaker Mike Johnson speaks after House passes interim spending bill,https://www.youtube.com/watch?v=tsVLgrK8CP0,Congress passes funding bill before Trump inauguration?,0.683226466178894,0.91,1,1,1,2024-12-20T23:22:03Z
"Elon Musk triggers fury of Hillary, Dems",https://www.youtube.com/watch?v=iWFEC94DK-s,Will Elon Musk be a member of the Trump administration?,0.6802119016647339,0.125,0,-1,1,2024-12-20T17:15:01Z
"Elon Musk triggers fury of Hillary, Dems",https://www.youtube.com/watch?v=iWFEC94DK-s,Trump nominates Elon Musk to Cabinet?,0.6312261819839478,0.0435,-1,-1,-1,2024-12-20T17:15:01Z
"Elon Musk triggers fury of Hillary, Dems",https://www.youtube.com/watch?v=iWFEC94DK-s,Will Elon Musk attend presidential inauguration?,0.6092315316200256,0.955,0,1,1,2024-12-20T17:15:01Z
'The Five': Trump and DOGE bros win push to kill massive spending bill,https://www.youtube.com/watch?v=kRhqvlFp5MM,Will Elon Musk be a member of the Trump administration?,0.6364001035690308,0.11,1,1,1,2024-12-19T23:45:02Z
'The Five': Trump and DOGE bros win push to kill massive spending bill,https://www.youtube.com/watch?v=kRhqvlFp5MM,Trump nominates Elon Musk to Cabinet?,0.6239601969718933,0.0425,1,-1,1,2024-12-19T23:45:02Z
'The Five': Trump and DOGE bros win push to kill massive spending bill,https://www.youtube.com/watch?v=kRhqvlFp5MM,Will Elon Musk attend presidential inauguration?,0.6060587763786316,0.955,0,1,1,2024-12-19T23:45:02Z
Trump team TORCHES Elizabeth Warren after Elon Musk criticism: 'Mic drop',https://www.youtube.com/watch?v=qMbvovkAsiw,Will Elon Musk be a member of the Trump administration?,0.7057399749755859,0.11,0,1,1,2024-12-18T21:30:07Z
Trump team TORCHES Elizabeth Warren after Elon Musk criticism: 'Mic drop',https://www.youtube.com/watch?v=qMbvovkAsiw,Trump nominates Elon Musk to Cabinet?,0.6631085872650146,0.058,-1,-1,-1,2024-12-18T21:30:07Z
Dems ROAST Biden for disappearing after losing to Trump,https://www.youtube.com/watch?v=F-9-bA7pz7A,Will Joe Biden attend presidential inauguration?,0.6261600255966187,0.9375,-1,-1,-1,2024-12-18T12:30:22Z
This was the 'beginning of the end' for Justin Trudeau,https://www.youtube.com/watch?v=9ku30MoKpTY,Trudeau resigns before February?,0.6691322326660156,0.52,-1,1,-1,2024-12-18T05:45:00Z
Hannity: A reckoning is coming,https://www.youtube.com/watch?v=I4hAllgtDKo,Will Biden issue more pardons than Trump?,0.6422040462493896,0.755,1,-1,-1,2024-12-18T03:45:00Z
Hannity: A reckoning is coming,https://www.youtube.com/watch?v=I4hAllgtDKo,Will Biden pardon Trump?,0.6358803510665894,0.0385,1,1,1,2024-12-18T03:45:00Z
Jesse Watters: Can Michelle Obama dance away her Trump woes?,https://www.youtube.com/watch?v=IVYC_p2Mcis,Will Michelle Obama attend presidential inauguration?,0.602055549621582,0.82,-1,0,1,2024-12-18T02:15:00Z
New details revealed on Trump's possible day-one executive actions,https://www.youtube.com/watch?v=-9k7ochhfgk,Will Trump formally nominate RFK Jr. to the cabinet?,0.660368025302887,0.874,0,-1,-1,2024-12-17T13:15:00Z
New details revealed on Trump's possible day-one executive actions,https://www.youtube.com/watch?v=-9k7ochhfgk,Will RFK be a member of the Trump administration?,0.6349399089813232,0.882,-1,1,1,2024-12-17T13:15:00Z
'FAT SHAMING!': Whoopi Goldberg goes after RFK Jr.,https://www.youtube.com/watch?v=6IcUix2u7WA,RFK Jr. confirmed as Health & Human Services Secretary?,0.6107832193374634,0.745,-1,-1,-1,2024-12-13T22:45:00Z
"Biden commutes nearly 1,500 sentences, pardons 39",https://www.youtube.com/watch?v=DFC9-q-Gn3I,Will Biden pardon Trump?,0.6251867413520813,0.073,-1,-1,-1,2024-12-12T13:00:27Z
CENSORED AMERICANS: Jim Jordan reacts to Christopher Wrays resignation,https://www.youtube.com/watch?v=BZyRLy8onHE,Will Trump remove FBI director Christopher Wray?,0.6094781160354614,0.48,-1,-1,-1,2024-12-12T04:00:10Z
FBI Director Christopher Wray to resign before Trump takes office,https://www.youtube.com/watch?v=_dNXiE5yG0A,Will Trump remove FBI director Christopher Wray?,0.6064013242721558,0.3905,1,1,1,2024-12-11T19:11:44Z
Army veterans who served under Pete Hegseth praise his leadership | Will Cain Show,https://www.youtube.com/watch?v=RsbF0h-qUc8,Pete Hegseth confirmed as Secretary of Defense?,0.8261319994926453,0.665,1,-1,1,2024-12-11T08:00:19Z
Army veterans who served under Pete Hegseth praise his leadership | Will Cain Show,https://www.youtube.com/watch?v=RsbF0h-qUc8,Will Pete Hegseth be Trump's Defense Secretary?,0.8081700801849365,0.685,1,0,1,2024-12-11T08:00:19Z
Army veterans who served under Pete Hegseth praise his leadership | Will Cain Show,https://www.youtube.com/watch?v=RsbF0h-qUc8,Will Mike Rogers be Trump's Defense Secretary?,0.6492101550102234,0.005,-1,1,1,2024-12-11T08:00:19Z
Army veterans who served under Pete Hegseth praise his leadership | Will Cain Show,https://www.youtube.com/watch?v=RsbF0h-qUc8,Will Robert O'Brien be Trump's Defense Secretary?,0.607162594795227,0.0035,-1,0,0,2024-12-11T08:00:19Z
Hegseth praises Trump for standing by him: 'Backbone of steel',https://www.youtube.com/watch?v=A2A9i5qqnjs,Pete Hegseth confirmed as Secretary of Defense?,0.833336353302002,0.695,-1,-1,-1,2024-12-10T04:45:00Z
Hegseth praises Trump for standing by him: 'Backbone of steel',https://www.youtube.com/watch?v=A2A9i5qqnjs,Will Pete Hegseth be Trump's Defense Secretary?,0.8235015869140625,0.695,-1,-1,-1,2024-12-10T04:45:00Z
Sage Steele: KJP deserved this questioning,https://www.youtube.com/watch?v=A75I9rHHo4Q,Will Biden pardon Trump?,0.6369737386703491,0.076,-1,-1,-1,2024-12-09T19:15:00Z
TRUMP TRANSITION: Alina Habba tapped for counselor to president,https://www.youtube.com/watch?v=rw0HEolhwO0,Will Trump pardon Ross Ulbricht in his first 100 days?,0.6087181568145752,0.645,-1,1,1,2024-12-09T02:00:22Z
'OUTRAGEOUS': Lara Trump suspects Biden has 'a lot more to hide',https://www.youtube.com/watch?v=SZhGDXeZ1b4,Will Biden pardon Trump?,0.6493452787399292,0.076,-1,-1,-1,2024-12-09T01:45:02Z
